account_id,months_retained,final_seats,churned,upgrade_path,plan
263,18,9.0,False,trial_conversion,pro
265,12,1.0,True,trial_conversion,team
267,7,1.0,True,trial_conversion,pro
268,18,4.0,True,trial_conversion,pro
269,18,3.0,False,trial_conversion,pro
272,2,5.0,True,trial_conversion,team
273,18,4.0,False,trial_conversion,pro
276,7,6.0,True,trial_conversion,pro
277,8,2.0,True,late_upgrade,pro
282,18,5.0,False,trial_conversion,pro
284,15,5.0,False,late_upgrade,pro
292,4,10.0,True,trial_conversion,pro
295,12,4.0,True,trial_conversion,pro
298,10,2.0,True,trial_conversion,pro
301,18,4.0,False,trial_conversion,pro
306,15,17.0,False,late_upgrade,pro
307,2,2.0,True,trial_conversion,pro
312,18,23.0,False,trial_conversion,team
314,1,2.0,True,late_upgrade,pro
316,16,3.0,False,late_upgrade,pro
317,3,1.0,True,trial_conversion,pro
324,13,3.0,True,trial_conversion,pro
326,12,15.0,False,late_upgrade,pro
328,9,2.0,False,late_upgrade,pro
331,1,2.0,True,trial_conversion,pro
332,16,2.0,False,late_upgrade,pro
334,17,11.0,False,trial_conversion,pro
337,13,2.0,False,late_upgrade,pro
339,6,4.0,True,late_upgrade,pro
340,17,7.0,False,trial_conversion,pro
343,17,9.0,False,trial_conversion,pro
344,17,1.0,False,trial_conversion,pro
346,5,6.0,True,late_upgrade,pro
349,8,6.0,True,trial_conversion,team
353,8,3.0,False,late_upgrade,pro
354,10,10.0,True,trial_conversion,pro
355,16,4.0,True,trial_conversion,pro
359,17,5.0,False,trial_conversion,team
362,12,10.0,False,late_upgrade,pro
365,17,3.0,False,trial_conversion,pro
366,9,2.0,False,late_upgrade,pro
371,7,12.0,True,trial_conversion,pro
376,11,7.0,False,late_upgrade,pro
379,17,5.0,False,trial_conversion,pro
382,17,11.0,False,trial_conversion,pro
387,14,2.0,False,late_upgrade,pro
392,10,3.0,False,late_upgrade,pro
394,17,3.0,False,trial_conversion,pro
395,16,9.0,False,trial_conversion,pro
397,8,26.0,True,trial_conversion,pro
398,16,2.0,False,late_upgrade,pro
403,3,5.0,True,trial_conversion,pro
405,2,1.0,True,trial_conversion,pro
406,16,3.0,False,trial_conversion,pro
408,15,2.0,False,late_upgrade,pro
411,11,2.0,True,trial_conversion,pro
415,13,18.0,False,late_upgrade,pro
420,16,7.0,False,trial_conversion,pro
425,16,1.0,False,trial_conversion,pro
429,2,6.0,True,trial_conversion,pro
433,16,11.0,False,trial_conversion,pro
434,16,3.0,True,trial_conversion,pro
435,3,25.0,True,trial_conversion,team
436,14,2.0,False,late_upgrade,pro
442,2,1.0,True,trial_conversion,team
447,8,1.0,True,trial_conversion,pro
452,16,16.0,False,trial_conversion,pro
455,4,2.0,True,late_upgrade,pro
459,16,11.0,True,trial_conversion,pro
461,7,6.0,True,trial_conversion,team
462,16,7.0,False,trial_conversion,team
463,8,2.0,True,late_upgrade,pro
472,5,7.0,True,trial_conversion,pro
474,3,9.0,True,trial_conversion,team
475,15,1.0,False,trial_conversion,pro
478,1,2.0,True,trial_conversion,pro
482,15,28.0,False,trial_conversion,team
486,1,6.0,True,trial_conversion,pro
488,15,21.0,True,trial_conversion,team
495,13,4.0,False,late_upgrade,pro
496,7,3.0,True,trial_conversion,pro
502,2,3.0,True,trial_conversion,pro
505,15,2.0,False,trial_conversion,pro
507,15,1.0,True,trial_conversion,team
508,15,5.0,False,trial_conversion,pro
509,14,4.0,False,late_upgrade,pro
512,15,5.0,False,trial_conversion,pro
514,15,4.0,False,trial_conversion,pro
516,7,2.0,False,late_upgrade,pro
517,15,2.0,False,trial_conversion,pro
521,15,30.0,False,trial_conversion,team
523,15,8.0,False,trial_conversion,pro
526,14,7.0,False,late_upgrade,pro
528,12,2.0,True,trial_conversion,pro
530,2,6.0,True,late_upgrade,pro
531,3,3.0,True,trial_conversion,team
535,13,4.0,True,late_upgrade,pro
536,14,2.0,False,trial_conversion,pro
542,14,2.0,False,trial_conversion,team
548,12,8.0,True,trial_conversion,pro
549,10,3.0,True,trial_conversion,pro
550,11,2.0,True,late_upgrade,pro
551,1,6.0,True,late_upgrade,pro
556,2,4.0,True,trial_conversion,pro
558,11,6.0,True,trial_conversion,pro
562,14,11.0,False,trial_conversion,pro
567,13,2.0,False,late_upgrade,pro
571,14,3.0,False,trial_conversion,pro
573,13,2.0,False,late_upgrade,pro
575,14,17.0,False,trial_conversion,pro
579,14,4.0,False,trial_conversion,pro
580,5,6.0,False,late_upgrade,pro
583,12,6.0,False,late_upgrade,pro
584,5,1.0,True,trial_conversion,pro
588,7,6.0,False,late_upgrade,pro
589,4,8.0,True,trial_conversion,pro
592,14,5.0,False,trial_conversion,pro
594,14,7.0,False,trial_conversion,pro
596,12,9.0,False,late_upgrade,pro
600,10,2.0,False,late_upgrade,pro
602,14,3.0,False,trial_conversion,team
603,14,4.0,False,trial_conversion,pro
605,12,2.0,False,late_upgrade,pro
606,12,4.0,False,late_upgrade,pro
607,14,8.0,False,trial_conversion,pro
610,5,2.0,True,late_upgrade,pro
614,7,7.0,True,trial_conversion,pro
619,13,2.0,True,trial_conversion,pro
620,13,2.0,False,trial_conversion,pro
621,13,3.0,False,trial_conversion,pro
628,10,6.0,True,late_upgrade,pro
631,8,4.0,False,late_upgrade,pro
634,7,2.0,False,late_upgrade,pro
636,13,22.0,False,trial_conversion,pro
637,13,3.0,False,trial_conversion,pro
639,1,3.0,True,trial_conversion,team
641,13,1.0,False,trial_conversion,pro
645,8,2.0,False,late_upgrade,pro
646,2,3.0,True,trial_conversion,team
651,11,6.0,False,late_upgrade,pro
653,1,2.0,True,late_upgrade,pro
654,9,19.0,True,trial_conversion,team
658,5,2.0,True,late_upgrade,pro
659,2,8.0,True,trial_conversion,pro
662,13,2.0,False,trial_conversion,team
667,11,3.0,False,late_upgrade,pro
670,4,23.0,True,trial_conversion,pro
671,13,13.0,False,trial_conversion,pro
674,13,3.0,False,trial_conversion,team
676,13,5.0,False,trial_conversion,pro
680,13,7.0,False,trial_conversion,pro
681,3,27.0,True,trial_conversion,pro
683,1,11.0,True,trial_conversion,pro
684,2,1.0,True,trial_conversion,pro
687,6,1.0,True,trial_conversion,pro
691,3,5.0,True,trial_conversion,pro
697,12,5.0,False,trial_conversion,team
699,12,20.0,False,trial_conversion,team
701,12,4.0,False,trial_conversion,pro
703,12,13.0,False,trial_conversion,pro
709,12,4.0,False,trial_conversion,pro
712,12,8.0,False,trial_conversion,pro
715,6,2.0,True,trial_conversion,pro
720,12,10.0,False,trial_conversion,pro
726,12,21.0,False,trial_conversion,pro
735,11,2.0,False,late_upgrade,pro
736,12,18.0,False,trial_conversion,pro
737,10,8.0,True,trial_conversion,pro
741,6,7.0,True,trial_conversion,team
743,12,10.0,False,trial_conversion,pro
744,12,20.0,False,trial_conversion,team
745,12,9.0,False,trial_conversion,pro
746,1,2.0,False,late_upgrade,pro
749,12,5.0,False,trial_conversion,pro
750,12,16.0,False,trial_conversion,pro
751,12,4.0,False,trial_conversion,pro
755,12,5.0,False,trial_conversion,pro
760,9,2.0,False,late_upgrade,pro
764,4,2.0,True,late_upgrade,pro
772,12,9.0,False,trial_conversion,pro
773,12,29.0,False,trial_conversion,team
775,2,3.0,True,trial_conversion,pro
778,4,6.0,False,late_upgrade,pro
780,9,7.0,True,late_upgrade,pro
781,12,9.0,False,trial_conversion,team
785,5,7.0,True,trial_conversion,pro
786,12,27.0,False,trial_conversion,team
788,3,27.0,True,trial_conversion,team
791,3,2.0,True,late_upgrade,pro
792,2,2.0,True,late_upgrade,pro
793,11,4.0,False,trial_conversion,pro
794,11,12.0,False,trial_conversion,team
796,1,7.0,True,trial_conversion,team
800,10,2.0,False,late_upgrade,pro
802,11,2.0,False,trial_conversion,pro
804,5,1.0,True,trial_conversion,pro
805,10,2.0,False,late_upgrade,pro
807,9,15.0,True,trial_conversion,team
808,3,22.0,True,trial_conversion,team
809,11,3.0,False,trial_conversion,pro
810,11,2.0,False,trial_conversion,pro
811,2,5.0,True,trial_conversion,pro
813,3,1.0,True,trial_conversion,pro
814,11,2.0,False,trial_conversion,pro
817,11,9.0,False,trial_conversion,team
819,11,1.0,False,trial_conversion,pro
826,11,3.0,False,trial_conversion,pro
829,11,8.0,False,trial_conversion,pro
831,3,17.0,True,trial_conversion,team
835,9,2.0,True,trial_conversion,pro
836,11,4.0,False,trial_conversion,pro
837,4,1.0,True,trial_conversion,pro
838,11,6.0,False,trial_conversion,pro
839,9,2.0,False,late_upgrade,pro
842,11,1.0,False,trial_conversion,pro
847,3,6.0,True,trial_conversion,pro
848,11,8.0,False,trial_conversion,team
849,11,4.0,False,trial_conversion,pro
850,11,17.0,False,trial_conversion,pro
851,9,2.0,False,late_upgrade,pro
852,2,2.0,False,late_upgrade,pro
854,11,8.0,False,trial_conversion,pro
859,10,3.0,False,trial_conversion,pro
860,10,2.0,False,trial_conversion,team
861,10,4.0,False,trial_conversion,pro
863,8,6.0,False,late_upgrade,pro
864,10,25.0,False,trial_conversion,pro
865,10,27.0,False,trial_conversion,team
866,3,5.0,True,trial_conversion,pro
869,7,16.0,False,late_upgrade,pro
871,10,26.0,False,trial_conversion,team
873,7,6.0,True,trial_conversion,team
874,5,4.0,True,trial_conversion,pro
875,10,8.0,False,trial_conversion,team
877,10,9.0,False,trial_conversion,pro
880,10,13.0,False,trial_conversion,pro
882,10,4.0,False,trial_conversion,pro
884,5,6.0,True,late_upgrade,pro
888,5,21.0,True,trial_conversion,team
896,10,5.0,False,trial_conversion,pro
899,6,15.0,False,late_upgrade,pro
902,5,6.0,False,late_upgrade,pro
904,10,6.0,False,late_upgrade,pro
916,8,7.0,False,late_upgrade,pro
918,10,4.0,False,trial_conversion,pro
919,6,4.0,True,trial_conversion,pro
920,10,3.0,False,trial_conversion,pro
925,10,2.0,False,trial_conversion,pro
927,10,10.0,False,trial_conversion,team
932,10,24.0,False,trial_conversion,pro
934,10,25.0,False,trial_conversion,team
937,8,2.0,False,late_upgrade,pro
940,3,15.0,False,late_upgrade,pro
946,6,16.0,False,late_upgrade,pro
947,10,6.0,False,trial_conversion,pro
953,9,2.0,False,trial_conversion,pro
955,9,1.0,False,trial_conversion,pro
956,2,2.0,False,late_upgrade,pro
957,9,7.0,False,trial_conversion,pro
966,4,2.0,False,late_upgrade,pro
968,9,2.0,False,trial_conversion,team
969,9,5.0,False,trial_conversion,pro
970,9,13.0,False,trial_conversion,team
979,8,2.0,False,late_upgrade,pro
981,9,8.0,False,trial_conversion,pro
982,9,9.0,False,trial_conversion,pro
988,4,2.0,True,trial_conversion,pro
990,8,9.0,False,late_upgrade,pro
991,9,7.0,False,trial_conversion,pro
995,1,6.0,False,late_upgrade,pro
997,6,3.0,True,trial_conversion,pro
1000,7,19.0,False,late_upgrade,pro
1002,9,1.0,False,trial_conversion,team
1005,9,5.0,False,trial_conversion,team
1007,1,11.0,True,trial_conversion,team
1008,9,4.0,False,trial_conversion,pro
1009,9,4.0,False,trial_conversion,pro
1010,2,2.0,True,trial_conversion,pro
1011,9,2.0,False,trial_conversion,pro
1012,9,5.0,False,trial_conversion,pro
1014,9,23.0,False,trial_conversion,team
1020,9,9.0,False,trial_conversion,team
1021,1,1.0,True,trial_conversion,pro
1029,9,8.0,True,trial_conversion,pro
1032,6,4.0,False,late_upgrade,pro
1034,4,6.0,False,late_upgrade,pro
1036,9,2.0,False,trial_conversion,pro
1038,9,4.0,False,trial_conversion,pro
1043,6,5.0,True,trial_conversion,pro
1044,7,10.0,False,late_upgrade,pro
1050,4,2.0,True,trial_conversion,team
1052,9,5.0,False,trial_conversion,pro
1054,9,26.0,False,trial_conversion,pro
1056,8,16.0,True,trial_conversion,team
1059,8,7.0,False,trial_conversion,pro
1061,8,21.0,False,trial_conversion,pro
1064,8,1.0,False,trial_conversion,pro
1071,3,2.0,False,late_upgrade,pro
1077,7,2.0,False,late_upgrade,pro
1078,8,9.0,False,trial_conversion,team
1079,2,3.0,False,late_upgrade,pro
1081,8,6.0,False,trial_conversion,team
1083,1,10.0,True,trial_conversion,pro
1090,8,11.0,False,trial_conversion,pro
1095,8,5.0,False,trial_conversion,team
1102,1,2.0,False,late_upgrade,pro
1105,8,20.0,False,trial_conversion,pro
1106,8,4.0,False,trial_conversion,pro
1107,8,9.0,False,trial_conversion,pro
1108,8,3.0,False,trial_conversion,pro
1109,3,2.0,True,late_upgrade,pro
1114,8,5.0,False,trial_conversion,pro
1115,8,1.0,False,trial_conversion,pro
1116,8,4.0,False,trial_conversion,team
1117,8,8.0,False,trial_conversion,pro
1120,5,1.0,True,trial_conversion,pro
1122,8,10.0,False,trial_conversion,pro
1124,8,11.0,False,trial_conversion,team
1129,6,2.0,False,late_upgrade,pro
1131,6,11.0,False,late_upgrade,pro
1139,6,2.0,False,late_upgrade,pro
1145,8,4.0,False,trial_conversion,pro
1151,8,2.0,False,trial_conversion,pro
1153,8,1.0,True,trial_conversion,pro
1156,8,2.0,False,trial_conversion,pro
1157,8,5.0,False,trial_conversion,pro
1160,4,1.0,True,trial_conversion,pro
1161,7,4.0,False,trial_conversion,pro
1163,5,2.0,False,late_upgrade,pro
1165,7,2.0,False,trial_conversion,pro
1167,7,2.0,False,trial_conversion,pro
1172,7,27.0,False,trial_conversion,team
1173,2,10.0,True,trial_conversion,pro
1182,7,1.0,False,trial_conversion,pro
1192,7,4.0,False,trial_conversion,pro
1195,7,5.0,True,trial_conversion,team
1198,7,14.0,False,trial_conversion,team
1201,7,8.0,False,trial_conversion,pro
1203,7,10.0,False,trial_conversion,team
1205,7,5.0,False,trial_conversion,pro
1208,7,3.0,True,trial_conversion,pro
1209,6,2.0,False,late_upgrade,pro
1213,2,2.0,False,late_upgrade,pro
1217,7,11.0,False,trial_conversion,pro
1220,1,22.0,True,trial_conversion,pro
1226,7,11.0,False,trial_conversion,pro
1235,7,2.0,False,trial_conversion,pro
1236,6,13.0,True,trial_conversion,pro
1248,3,9.0,True,trial_conversion,pro
1258,2,2.0,True,trial_conversion,pro
1259,7,3.0,False,trial_conversion,pro
1261,3,4.0,True,late_upgrade,pro
1271,6,1.0,False,trial_conversion,pro
1276,1,6.0,True,trial_conversion,team
1278,4,3.0,True,trial_conversion,pro
1279,6,21.0,False,trial_conversion,pro
1281,6,8.0,False,trial_conversion,pro
1285,6,10.0,False,trial_conversion,pro
1286,3,2.0,False,late_upgrade,pro
1287,6,12.0,False,trial_conversion,pro
1288,3,8.0,True,trial_conversion,team
1289,6,1.0,False,trial_conversion,pro
1291,4,2.0,False,late_upgrade,pro
1294,6,4.0,False,trial_conversion,pro
1297,6,8.0,False,trial_conversion,pro
1298,6,2.0,False,trial_conversion,pro
1299,5,2.0,False,late_upgrade,pro
1300,6,11.0,False,trial_conversion,pro
1301,6,9.0,False,trial_conversion,team
1302,6,11.0,False,trial_conversion,pro
1303,6,11.0,False,trial_conversion,team
1304,6,11.0,False,trial_conversion,pro
1309,5,6.0,True,late_upgrade,pro
1310,6,7.0,False,trial_conversion,team
1312,6,17.0,False,trial_conversion,team
1315,6,7.0,False,trial_conversion,pro
1318,6,6.0,False,trial_conversion,pro
1319,1,2.0,True,late_upgrade,pro
1324,6,2.0,False,trial_conversion,pro
1331,6,5.0,False,trial_conversion,pro
1332,6,4.0,False,trial_conversion,pro
1338,6,24.0,False,trial_conversion,pro
1340,6,23.0,False,trial_conversion,team
1343,6,22.0,False,trial_conversion,team
1348,6,2.0,False,trial_conversion,pro
1350,4,15.0,True,late_upgrade,pro
1352,6,28.0,False,trial_conversion,pro
1353,6,2.0,False,trial_conversion,pro
1354,6,6.0,False,trial_conversion,pro
1362,6,5.0,False,trial_conversion,pro
1372,6,3.0,False,trial_conversion,team
1373,6,1.0,True,trial_conversion,pro
1375,6,3.0,False,trial_conversion,pro
1384,5,6.0,False,trial_conversion,pro
1385,1,6.0,False,late_upgrade,pro
1388,5,3.0,False,trial_conversion,pro
1397,5,22.0,False,trial_conversion,team
1401,5,3.0,False,trial_conversion,pro
1402,5,20.0,False,trial_conversion,team
1409,5,10.0,False,trial_conversion,pro
1412,5,11.0,False,trial_conversion,pro
1416,5,4.0,True,trial_conversion,pro
1419,5,6.0,False,trial_conversion,pro
1420,5,2.0,False,trial_conversion,pro
1422,5,8.0,False,trial_conversion,pro
1424,5,3.0,False,trial_conversion,pro
1425,5,1.0,False,trial_conversion,pro
1427,2,1.0,True,trial_conversion,team
1429,5,12.0,False,trial_conversion,pro
1435,5,5.0,False,trial_conversion,pro
1436,5,3.0,False,trial_conversion,team
1437,5,6.0,False,trial_conversion,team
1442,5,3.0,False,trial_conversion,pro
1444,5,8.0,False,trial_conversion,pro
1450,5,1.0,False,trial_conversion,pro
1452,2,2.0,True,trial_conversion,team
1460,5,2.0,False,trial_conversion,pro
1461,5,5.0,False,trial_conversion,pro
1468,3,8.0,True,trial_conversion,team
1470,5,6.0,False,trial_conversion,pro
1474,3,6.0,False,late_upgrade,pro
1476,5,1.0,False,trial_conversion,pro
1479,5,27.0,False,trial_conversion,pro
1480,4,3.0,False,trial_conversion,pro
1481,3,2.0,False,late_upgrade,pro
1483,3,6.0,False,late_upgrade,pro
1484,4,8.0,False,trial_conversion,team
1495,4,25.0,False,trial_conversion,team
1496,4,6.0,False,trial_conversion,pro
1502,4,8.0,False,trial_conversion,pro
1504,4,6.0,False,late_upgrade,pro
1505,4,11.0,False,trial_conversion,pro
1508,4,1.0,False,trial_conversion,team
1509,4,3.0,False,trial_conversion,pro
1511,3,2.0,False,late_upgrade,pro
1512,3,3.0,False,late_upgrade,pro
1514,3,2.0,True,late_upgrade,pro
1516,4,9.0,False,trial_conversion,pro
1525,3,4.0,True,trial_conversion,pro
1526,4,12.0,False,trial_conversion,pro
1527,4,2.0,False,trial_conversion,pro
1529,4,24.0,False,trial_conversion,team
1536,3,2.0,False,late_upgrade,pro
1540,2,6.0,False,late_upgrade,pro
1541,4,5.0,False,trial_conversion,team
1542,3,3.0,True,trial_conversion,pro
1544,4,14.0,True,trial_conversion,pro
1549,4,1.0,False,trial_conversion,pro
1550,2,2.0,False,late_upgrade,pro
1554,4,1.0,False,trial_conversion,pro
1557,4,12.0,False,trial_conversion,team
1558,4,4.0,False,trial_conversion,pro
1560,4,3.0,False,trial_conversion,pro
1564,2,15.0,False,late_upgrade,pro
1566,4,10.0,False,trial_conversion,team
1571,4,1.0,False,trial_conversion,team
1579,4,8.0,False,trial_conversion,pro
1582,4,5.0,False,trial_conversion,pro
1586,3,25.0,False,trial_conversion,team
1588,3,20.0,False,trial_conversion,team
1593,3,7.0,True,trial_conversion,pro
1595,1,4.0,True,trial_conversion,team
1596,2,6.0,False,late_upgrade,pro
1599,3,8.0,False,trial_conversion,team
1600,2,6.0,False,late_upgrade,pro
1602,3,3.0,False,trial_conversion,pro
1603,1,2.0,True,trial_conversion,pro
1604,2,7.0,True,trial_conversion,pro
1605,3,3.0,False,trial_conversion,pro
1606,3,3.0,False,trial_conversion,pro
1607,3,3.0,False,trial_conversion,pro
1612,3,7.0,False,trial_conversion,team
1616,3,26.0,False,trial_conversion,team
1618,1,3.0,True,trial_conversion,pro
1621,3,2.0,False,trial_conversion,pro
1623,2,3.0,True,trial_conversion,pro
1625,3,4.0,False,trial_conversion,pro
1629,3,4.0,False,trial_conversion,pro
1630,3,23.0,False,trial_conversion,team
1631,3,5.0,False,trial_conversion,pro
1632,3,24.0,False,trial_conversion,team
1636,3,5.0,False,trial_conversion,pro
1637,3,32.0,False,trial_conversion,team
1644,3,4.0,False,trial_conversion,pro
1645,3,10.0,False,trial_conversion,pro
1649,2,6.0,False,late_upgrade,pro
1653,1,2.0,False,late_upgrade,pro
1657,3,1.0,True,trial_conversion,pro
1660,3,4.0,False,trial_conversion,pro
1664,3,3.0,False,trial_conversion,team
1668,3,2.0,False,trial_conversion,pro
1670,3,10.0,False,trial_conversion,team
1674,3,1.0,False,trial_conversion,pro
1675,3,2.0,False,trial_conversion,pro
1676,1,6.0,False,late_upgrade,pro
1677,3,5.0,False,trial_conversion,pro
1678,3,2.0,False,trial_conversion,pro
1680,3,4.0,False,trial_conversion,pro
1681,3,6.0,False,trial_conversion,pro
1684,3,2.0,False,trial_conversion,pro
1685,1,2.0,True,trial_conversion,pro
1690,3,13.0,False,trial_conversion,pro
1693,3,10.0,False,trial_conversion,pro
1700,2,1.0,False,trial_conversion,pro
1704,2,4.0,False,trial_conversion,pro
1713,2,28.0,False,trial_conversion,pro
1716,1,2.0,False,late_upgrade,pro
1720,2,3.0,False,trial_conversion,pro
1723,2,2.0,False,trial_conversion,team
1724,2,10.0,False,trial_conversion,pro
1728,2,19.0,False,trial_conversion,pro
1729,2,6.0,False,trial_conversion,pro
1730,2,2.0,False,trial_conversion,pro
1731,2,18.0,False,trial_conversion,team
1733,2,2.0,False,trial_conversion,pro
1735,2,28.0,False,trial_conversion,team
1739,2,6.0,False,trial_conversion,team
1740,2,2.0,False,trial_conversion,pro
1742,1,6.0,False,late_upgrade,pro
1743,2,18.0,False,trial_conversion,team
1745,2,4.0,False,trial_conversion,pro
1746,2,7.0,False,trial_conversion,team
1747,1,6.0,False,late_upgrade,pro
1749,2,7.0,False,trial_conversion,team
1751,2,19.0,False,trial_conversion,team
1753,2,7.0,False,trial_conversion,pro
1754,2,2.0,False,trial_conversion,pro
1765,2,12.0,False,trial_conversion,pro
1768,2,1.0,False,trial_conversion,pro
1769,2,24.0,True,trial_conversion,team
1772,2,23.0,False,trial_conversion,pro
1779,2,2.0,False,trial_conversion,team
1784,2,4.0,False,trial_conversion,team
1785,2,28.0,False,trial_conversion,team
1787,2,2.0,True,trial_conversion,pro
1789,2,19.0,False,trial_conversion,team
1792,2,7.0,False,trial_conversion,pro
1793,2,7.0,False,trial_conversion,pro
1799,2,14.0,False,trial_conversion,team
1803,1,1.0,True,trial_conversion,pro
1807,2,3.0,False,trial_conversion,pro
1808,1,2.0,False,late_upgrade,pro
1811,2,3.0,False,trial_conversion,pro
1821,1,1.0,True,trial_conversion,pro
1822,2,12.0,False,trial_conversion,team
1823,2,10.0,False,trial_conversion,pro
1825,2,6.0,False,trial_conversion,pro
1831,1,23.0,False,trial_conversion,team
1832,1,2.0,False,trial_conversion,pro
1834,1,4.0,False,trial_conversion,pro
1837,1,6.0,False,trial_conversion,pro
1842,1,2.0,False,trial_conversion,pro
1843,1,3.0,False,trial_conversion,team
1848,1,6.0,False,trial_conversion,pro
1854,1,13.0,False,trial_conversion,pro
1867,1,9.0,False,trial_conversion,team
1871,1,3.0,False,trial_conversion,pro
1882,1,2.0,True,trial_conversion,pro
1884,1,3.0,False,trial_conversion,pro
1894,1,3.0,False,trial_conversion,pro
1895,1,8.0,False,trial_conversion,team
1897,1,3.0,True,trial_conversion,pro
1903,1,7.0,False,trial_conversion,team
1911,1,11.0,False,trial_conversion,team
1912,1,2.0,False,trial_conversion,pro
1913,1,3.0,False,trial_conversion,pro
1916,1,3.0,False,trial_conversion,pro
1919,1,13.0,False,trial_conversion,pro
1921,1,1.0,False,trial_conversion,pro
1923,1,8.0,False,trial_conversion,team
1927,1,27.0,False,trial_conversion,pro
1929,1,6.0,False,trial_conversion,pro
1932,1,23.0,False,trial_conversion,team
1937,1,1.0,False,trial_conversion,pro
1950,1,4.0,False,trial_conversion,pro
1952,1,1.0,False,trial_conversion,pro
1956,1,1.0,False,trial_conversion,pro
1968,1,3.0,False,trial_conversion,pro
1969,1,17.0,False,trial_conversion,team
