account_id,trial_end_date,trial_observed,converted,plan,seats,billing_cycle,mrr,exp2_eligible,exp2_variant,trial_period_task_count
41,2024-02-13,True,0.0,free,,,0.0,False,not_eligible,10
42,2024-02-14,True,0.0,free,,,0.0,False,not_eligible,2
43,2024-02-14,True,0.0,free,,,0.0,False,not_eligible,10
44,2024-02-16,True,0.0,free,,,0.0,False,not_eligible,2
45,2024-02-17,True,0.0,free,,,0.0,False,not_eligible,3
46,2024-02-18,True,0.0,free,,,0.0,False,not_eligible,7
47,2024-02-18,True,0.0,free,,,0.0,False,not_eligible,5
48,2024-02-19,True,1.0,team,26.0,monthly,754.0,False,not_eligible,4
49,2024-02-22,True,0.0,free,,,0.0,False,not_eligible,14
50,2024-02-22,True,0.0,free,,,0.0,False,not_eligible,6
51,2024-02-23,True,1.0,team,9.0,annual,216.63,False,not_eligible,15
52,2024-02-24,True,1.0,pro,1.0,monthly,12.0,False,not_eligible,1
53,2024-02-26,True,0.0,free,,,0.0,False,not_eligible,5
54,2024-02-26,True,0.0,free,,,0.0,False,not_eligible,7
55,2024-02-29,True,0.0,free,,,0.0,False,not_eligible,6
56,2024-02-29,True,0.0,free,,,0.0,False,not_eligible,13
57,2024-02-29,True,0.0,free,,,0.0,False,not_eligible,10
58,2024-03-01,True,0.0,free,,,0.0,False,not_eligible,5
59,2024-03-01,True,0.0,free,,,0.0,False,not_eligible,9
60,2024-03-01,True,1.0,pro,2.0,annual,19.92,False,not_eligible,12
61,2024-03-01,True,0.0,free,,,0.0,False,not_eligible,3
62,2024-03-03,True,0.0,free,,,0.0,False,not_eligible,4
63,2024-03-04,True,0.0,free,,,0.0,False,not_eligible,10
64,2024-03-05,True,0.0,free,,,0.0,False,not_eligible,11
65,2024-03-06,True,0.0,free,,,0.0,False,not_eligible,11
66,2024-03-06,True,0.0,free,,,0.0,False,not_eligible,7
67,2024-03-06,True,1.0,pro,2.0,monthly,24.0,False,not_eligible,10
68,2024-03-06,True,0.0,free,,,0.0,False,not_eligible,4
69,2024-03-07,True,1.0,team,7.0,annual,168.49,False,not_eligible,6
70,2024-03-07,True,0.0,free,,,0.0,False,not_eligible,3
71,2024-03-08,True,1.0,pro,2.0,annual,19.92,False,not_eligible,12
72,2024-03-09,True,0.0,free,,,0.0,False,not_eligible,5
73,2024-03-12,True,1.0,pro,13.0,monthly,156.0,False,not_eligible,8
74,2024-03-13,True,0.0,free,,,0.0,False,not_eligible,5
75,2024-03-13,True,1.0,pro,11.0,monthly,132.0,False,not_eligible,6
76,2024-03-13,True,0.0,free,,,0.0,False,not_eligible,5
77,2024-03-15,True,0.0,free,,,0.0,False,not_eligible,6
78,2024-03-15,True,0.0,free,,,0.0,False,not_eligible,6
79,2024-03-15,True,0.0,free,,,0.0,False,not_eligible,10
80,2024-03-16,True,0.0,free,,,0.0,False,not_eligible,2
81,2024-03-17,True,0.0,free,,,0.0,False,not_eligible,3
82,2024-03-17,True,1.0,team,6.0,monthly,174.0,False,not_eligible,1
83,2024-03-18,True,1.0,pro,14.0,monthly,168.0,False,not_eligible,5
84,2024-03-19,True,0.0,free,,,0.0,False,not_eligible,4
85,2024-03-19,True,1.0,team,7.0,monthly,203.0,False,not_eligible,6
86,2024-03-20,True,0.0,free,,,0.0,False,not_eligible,6
87,2024-03-20,True,0.0,free,,,0.0,False,not_eligible,6
88,2024-03-21,True,0.0,free,,,0.0,False,not_eligible,4
89,2024-03-22,True,0.0,free,,,0.0,False,not_eligible,4
90,2024-03-22,True,0.0,free,,,0.0,False,not_eligible,3
91,2024-03-23,True,1.0,pro,3.0,annual,29.88,False,not_eligible,6
92,2024-03-23,True,0.0,free,,,0.0,False,not_eligible,1
93,2024-03-24,True,0.0,free,,,0.0,False,not_eligible,10
94,2024-03-26,True,0.0,free,,,0.0,False,not_eligible,7
95,2024-03-26,True,1.0,team,5.0,annual,120.35,False,not_eligible,15
96,2024-03-26,True,0.0,free,,,0.0,False,not_eligible,7
97,2024-03-27,True,0.0,free,,,0.0,False,not_eligible,7
98,2024-03-27,True,0.0,free,,,0.0,False,not_eligible,6
99,2024-03-28,True,0.0,free,,,0.0,False,not_eligible,8
100,2024-03-29,True,1.0,team,1.0,monthly,29.0,False,not_eligible,15
101,2024-03-31,True,1.0,pro,1.0,monthly,12.0,False,not_eligible,6
102,2024-03-31,True,0.0,free,,,0.0,False,not_eligible,2
103,2024-04-01,True,1.0,pro,8.0,monthly,96.0,True,treatment,10
104,2024-04-01,True,0.0,free,,,0.0,True,control,7
105,2024-04-01,True,0.0,free,,,0.0,True,control,7
106,2024-04-01,True,0.0,free,,,0.0,True,control,13
107,2024-04-02,True,0.0,free,,,0.0,True,treatment,5
108,2024-04-02,True,0.0,free,,,0.0,True,control,4
109,2024-04-02,True,0.0,free,,,0.0,True,control,6
110,2024-04-03,True,0.0,free,,,0.0,True,control,12
111,2024-04-03,True,1.0,pro,6.0,monthly,72.0,True,control,7
112,2024-04-03,True,0.0,free,,,0.0,True,control,2
113,2024-04-05,True,1.0,pro,3.0,monthly,36.0,True,treatment,10
114,2024-04-07,True,0.0,free,,,0.0,True,control,5
115,2024-04-07,True,1.0,pro,1.0,annual,9.96,True,control,9
116,2024-04-08,True,1.0,pro,8.0,annual,79.68,True,control,6
117,2024-04-08,True,0.0,free,,,0.0,True,treatment,5
118,2024-04-08,True,0.0,free,,,0.0,True,control,10
119,2024-04-11,True,0.0,free,,,0.0,True,control,9
120,2024-04-12,True,0.0,free,,,0.0,True,treatment,9
121,2024-04-13,True,0.0,free,,,0.0,True,control,7
122,2024-04-14,True,0.0,free,,,0.0,True,treatment,3
123,2024-04-15,True,0.0,free,,,0.0,True,treatment,5
124,2024-04-15,True,0.0,free,,,0.0,True,treatment,4
125,2024-04-15,True,0.0,free,,,0.0,True,control,5
126,2024-04-17,True,0.0,free,,,0.0,True,control,4
127,2024-04-17,True,0.0,free,,,0.0,True,control,11
128,2024-04-18,True,0.0,free,,,0.0,True,control,3
129,2024-04-18,True,0.0,free,,,0.0,True,treatment,8
130,2024-04-18,True,0.0,free,,,0.0,True,control,5
131,2024-04-19,True,0.0,free,,,0.0,True,control,20
132,2024-04-20,True,1.0,pro,11.0,annual,109.56,True,control,8
133,2024-04-22,True,0.0,free,,,0.0,True,treatment,6
134,2024-04-23,True,0.0,free,,,0.0,True,treatment,5
135,2024-04-23,True,1.0,pro,2.0,monthly,24.0,True,control,3
136,2024-04-23,True,0.0,free,,,0.0,True,control,10
137,2024-04-23,True,0.0,free,,,0.0,True,control,5
138,2024-04-23,True,1.0,pro,1.0,monthly,12.0,True,treatment,5
139,2024-04-23,True,0.0,free,,,0.0,True,control,3
140,2024-04-25,True,1.0,pro,2.0,monthly,24.0,True,treatment,7
141,2024-04-25,True,0.0,free,,,0.0,True,control,11
142,2024-04-25,True,0.0,free,,,0.0,True,control,11
143,2024-04-26,True,0.0,free,,,0.0,True,control,7
144,2024-04-26,True,0.0,free,,,0.0,True,treatment,4
145,2024-04-26,True,0.0,free,,,0.0,True,treatment,6
146,2024-04-27,True,0.0,free,,,0.0,True,control,3
147,2024-04-28,True,0.0,free,,,0.0,True,control,3
148,2024-04-28,True,0.0,free,,,0.0,True,treatment,7
149,2024-04-29,True,0.0,free,,,0.0,True,control,10
150,2024-04-30,True,0.0,free,,,0.0,True,control,2
151,2024-04-30,True,0.0,free,,,0.0,True,control,11
152,2024-05-02,True,0.0,free,,,0.0,True,treatment,6
153,2024-05-03,True,0.0,free,,,0.0,True,treatment,6
154,2024-05-03,True,0.0,free,,,0.0,True,control,13
155,2024-05-04,True,0.0,free,,,0.0,True,control,8
156,2024-05-06,True,1.0,pro,1.0,monthly,12.0,True,control,6
157,2024-05-09,True,1.0,pro,1.0,monthly,12.0,True,control,2
158,2024-05-10,True,0.0,free,,,0.0,True,control,9
159,2024-05-10,True,0.0,free,,,0.0,True,control,12
160,2024-05-10,True,1.0,pro,3.0,annual,29.88,True,treatment,15
161,2024-05-11,True,1.0,pro,8.0,monthly,96.0,True,control,5
162,2024-05-11,True,0.0,free,,,0.0,True,control,8
163,2024-05-11,True,0.0,free,,,0.0,True,treatment,2
164,2024-05-13,True,0.0,free,,,0.0,True,control,8
165,2024-05-14,True,0.0,free,,,0.0,True,treatment,8
166,2024-05-14,True,0.0,free,,,0.0,True,control,3
167,2024-05-15,True,0.0,free,,,0.0,True,treatment,4
168,2024-05-15,True,0.0,free,,,0.0,True,treatment,8
169,2024-05-16,True,0.0,free,,,0.0,True,control,6
170,2024-05-17,True,0.0,free,,,0.0,True,control,5
171,2024-05-18,True,1.0,pro,9.0,monthly,108.0,True,control,2
172,2024-05-18,True,1.0,team,6.0,monthly,174.0,True,control,4
173,2024-05-18,True,0.0,free,,,0.0,True,treatment,3
174,2024-05-18,True,0.0,free,,,0.0,True,treatment,7
175,2024-05-18,True,0.0,free,,,0.0,True,treatment,5
176,2024-05-19,True,1.0,team,7.0,monthly,203.0,True,treatment,9
177,2024-05-20,True,0.0,free,,,0.0,True,treatment,8
178,2024-05-20,True,0.0,free,,,0.0,True,treatment,6
179,2024-05-20,True,0.0,free,,,0.0,True,control,8
180,2024-05-21,True,0.0,free,,,0.0,True,treatment,5
181,2024-05-21,True,1.0,pro,3.0,monthly,36.0,True,control,10
182,2024-05-22,True,1.0,pro,7.0,annual,69.72,True,treatment,11
183,2024-05-23,True,0.0,free,,,0.0,True,control,6
184,2024-05-24,True,0.0,free,,,0.0,True,control,14
185,2024-05-24,True,0.0,free,,,0.0,True,control,3
186,2024-05-25,True,1.0,pro,7.0,monthly,84.0,True,treatment,7
187,2024-05-27,True,0.0,free,,,0.0,True,control,3
188,2024-05-27,True,0.0,free,,,0.0,True,control,15
189,2024-05-27,True,1.0,pro,3.0,monthly,36.0,True,treatment,8
190,2024-05-27,True,1.0,pro,2.0,monthly,24.0,True,control,10
191,2024-05-28,True,0.0,free,,,0.0,True,control,17
192,2024-05-28,True,1.0,pro,1.0,annual,9.96,True,treatment,9
193,2024-05-28,True,0.0,free,,,0.0,True,treatment,5
194,2024-05-28,True,1.0,team,2.0,annual,48.14,True,control,10
195,2024-05-28,True,0.0,free,,,0.0,True,treatment,12
196,2024-05-29,True,1.0,pro,1.0,annual,9.96,True,control,17
197,2024-05-29,True,1.0,pro,3.0,monthly,36.0,True,treatment,5
198,2024-05-30,True,0.0,free,,,0.0,True,control,1
199,2024-05-31,True,0.0,free,,,0.0,True,control,8
200,2024-06-01,True,0.0,free,,,0.0,True,control,6
201,2024-06-02,True,0.0,free,,,0.0,True,treatment,10
202,2024-06-03,True,0.0,free,,,0.0,True,treatment,4
203,2024-06-03,True,0.0,free,,,0.0,True,control,2
204,2024-06-03,True,1.0,pro,3.0,monthly,36.0,True,control,12
205,2024-06-03,True,0.0,free,,,0.0,True,treatment,5
206,2024-06-03,True,0.0,free,,,0.0,True,treatment,1
207,2024-06-03,True,0.0,free,,,0.0,True,treatment,9
208,2024-06-04,True,1.0,pro,1.0,monthly,12.0,True,control,9
209,2024-06-05,True,0.0,free,,,0.0,True,control,10
210,2024-06-06,True,0.0,free,,,0.0,True,treatment,8
211,2024-06-06,True,1.0,pro,1.0,monthly,12.0,True,control,6
212,2024-06-06,True,0.0,free,,,0.0,True,treatment,2
213,2024-06-07,True,1.0,pro,1.0,monthly,12.0,True,control,10
214,2024-06-07,True,0.0,free,,,0.0,True,treatment,10
215,2024-06-07,True,0.0,free,,,0.0,True,treatment,4
216,2024-06-07,True,0.0,free,,,0.0,True,treatment,9
217,2024-06-07,True,0.0,free,,,0.0,True,treatment,8
218,2024-06-10,True,0.0,free,,,0.0,True,treatment,4
219,2024-06-10,True,0.0,free,,,0.0,True,control,7
220,2024-06-10,True,0.0,free,,,0.0,True,control,21
221,2024-06-10,True,1.0,pro,1.0,monthly,12.0,True,treatment,8
222,2024-06-11,True,0.0,free,,,0.0,True,treatment,3
223,2024-06-11,True,0.0,free,,,0.0,True,control,6
224,2024-06-11,True,0.0,free,,,0.0,True,treatment,13
225,2024-06-12,True,0.0,free,,,0.0,True,control,4
226,2024-06-13,True,0.0,free,,,0.0,True,treatment,16
227,2024-06-13,True,0.0,free,,,0.0,True,treatment,4
228,2024-06-14,True,1.0,pro,8.0,monthly,96.0,True,control,6
229,2024-06-14,True,0.0,free,,,0.0,True,control,11
230,2024-06-14,True,1.0,pro,6.0,annual,59.76,True,control,7
231,2024-06-14,True,1.0,pro,3.0,monthly,36.0,True,treatment,7
232,2024-06-14,True,0.0,free,,,0.0,True,control,5
233,2024-06-15,True,1.0,team,4.0,monthly,116.0,True,control,8
234,2024-06-15,True,1.0,pro,1.0,annual,9.96,True,control,14
235,2024-06-16,True,0.0,free,,,0.0,True,control,8
236,2024-06-17,True,0.0,free,,,0.0,True,treatment,8
237,2024-06-17,True,1.0,pro,11.0,monthly,132.0,True,treatment,10
238,2024-06-18,True,0.0,free,,,0.0,True,treatment,10
239,2024-06-18,True,0.0,free,,,0.0,True,control,7
240,2024-06-19,True,1.0,pro,2.0,annual,19.92,True,control,13
241,2024-06-19,True,0.0,free,,,0.0,True,control,7
242,2024-06-19,True,1.0,pro,4.0,annual,39.84,True,control,2
243,2024-06-20,True,0.0,free,,,0.0,True,treatment,8
244,2024-06-20,True,0.0,free,,,0.0,True,control,5
245,2024-06-20,True,0.0,free,,,0.0,True,treatment,2
246,2024-06-21,True,0.0,free,,,0.0,True,control,13
247,2024-06-21,True,0.0,free,,,0.0,True,treatment,11
248,2024-06-23,True,0.0,free,,,0.0,True,control,4
249,2024-06-24,True,0.0,free,,,0.0,True,control,5
250,2024-06-24,True,0.0,free,,,0.0,True,control,3
251,2024-06-24,True,0.0,free,,,0.0,True,treatment,6
252,2024-06-25,True,0.0,free,,,0.0,True,control,5
253,2024-06-26,True,0.0,free,,,0.0,True,control,12
254,2024-06-27,True,0.0,free,,,0.0,True,treatment,6
255,2024-06-27,True,0.0,free,,,0.0,True,control,14
256,2024-06-27,True,0.0,free,,,0.0,True,control,7
257,2024-07-01,True,0.0,free,,,0.0,True,treatment,11
258,2024-07-01,True,0.0,free,,,0.0,True,treatment,10
259,2024-07-01,True,0.0,free,,,0.0,True,treatment,12
260,2024-07-03,True,0.0,free,,,0.0,True,treatment,2
261,2024-07-03,True,0.0,free,,,0.0,True,treatment,9
262,2024-07-03,True,0.0,free,,,0.0,True,treatment,2
263,2024-07-03,True,1.0,pro,7.0,monthly,84.0,True,control,6
264,2024-07-03,True,0.0,free,,,0.0,True,treatment,7
265,2024-07-04,True,1.0,team,1.0,monthly,29.0,True,control,14
266,2024-07-05,True,0.0,free,,,0.0,True,control,2
267,2024-07-05,True,1.0,pro,1.0,monthly,12.0,True,control,8
268,2024-07-05,True,1.0,pro,4.0,monthly,48.0,True,treatment,2
269,2024-07-05,True,1.0,pro,3.0,monthly,36.0,True,control,7
270,2024-07-06,True,0.0,free,,,0.0,True,control,2
271,2024-07-08,True,0.0,free,,,0.0,True,treatment,4
272,2024-07-08,True,1.0,team,5.0,monthly,145.0,True,treatment,6
273,2024-07-08,True,1.0,pro,2.0,annual,19.92,True,control,14
274,2024-07-09,True,0.0,free,,,0.0,True,control,8
275,2024-07-10,True,0.0,free,,,0.0,True,control,21
276,2024-07-10,True,1.0,pro,4.0,monthly,48.0,True,control,8
277,2024-07-10,True,0.0,free,,,0.0,True,treatment,3
278,2024-07-11,True,0.0,free,,,0.0,True,control,5
279,2024-07-11,True,0.0,free,,,0.0,True,treatment,4
280,2024-07-12,True,0.0,free,,,0.0,True,control,8
281,2024-07-12,True,0.0,free,,,0.0,True,control,2
282,2024-07-12,True,1.0,pro,1.0,monthly,12.0,True,control,9
283,2024-07-13,True,0.0,free,,,0.0,True,control,5
284,2024-07-14,True,0.0,free,,,0.0,True,control,17
285,2024-07-14,True,0.0,free,,,0.0,True,control,7
286,2024-07-15,True,0.0,free,,,0.0,True,control,6
287,2024-07-15,True,0.0,free,,,0.0,True,control,17
288,2024-07-16,True,0.0,free,,,0.0,True,control,8
289,2024-07-16,True,0.0,free,,,0.0,True,control,9
290,2024-07-17,True,0.0,free,,,0.0,True,control,4
291,2024-07-18,True,0.0,free,,,0.0,True,control,4
292,2024-07-18,True,1.0,pro,10.0,annual,99.6,True,control,13
293,2024-07-19,True,0.0,free,,,0.0,True,control,5
294,2024-07-19,True,0.0,free,,,0.0,True,control,11
295,2024-07-19,True,1.0,pro,4.0,monthly,48.0,True,control,9
296,2024-07-20,True,0.0,free,,,0.0,True,treatment,7
297,2024-07-22,True,0.0,free,,,0.0,True,treatment,9
298,2024-07-22,True,1.0,pro,2.0,annual,19.92,True,control,5
299,2024-07-23,True,0.0,free,,,0.0,True,treatment,4
300,2024-07-23,True,0.0,free,,,0.0,True,control,6
301,2024-07-23,True,1.0,pro,3.0,monthly,36.0,True,control,11
302,2024-07-23,True,0.0,free,,,0.0,True,treatment,7
303,2024-07-23,True,0.0,free,,,0.0,True,treatment,3
304,2024-07-24,True,0.0,free,,,0.0,True,treatment,9
305,2024-07-24,True,0.0,free,,,0.0,True,treatment,4
306,2024-07-24,True,0.0,free,,,0.0,True,treatment,13
307,2024-07-24,True,1.0,pro,2.0,annual,19.92,True,control,6
308,2024-07-25,True,0.0,free,,,0.0,True,treatment,8
309,2024-07-25,True,0.0,free,,,0.0,True,treatment,8
310,2024-07-25,True,0.0,free,,,0.0,True,control,6
311,2024-07-25,True,0.0,free,,,0.0,True,control,3
312,2024-07-25,True,1.0,team,22.0,monthly,638.0,True,treatment,9
313,2024-07-26,True,0.0,free,,,0.0,True,control,9
314,2024-07-26,True,0.0,free,,,0.0,True,control,16
315,2024-07-26,True,0.0,free,,,0.0,True,treatment,5
316,2024-07-26,True,0.0,free,,,0.0,True,control,6
317,2024-07-28,True,1.0,pro,1.0,monthly,12.0,True,control,0
318,2024-07-29,True,0.0,free,,,0.0,True,treatment,8
319,2024-07-29,True,0.0,free,,,0.0,True,control,3
320,2024-07-30,True,0.0,free,,,0.0,True,treatment,9
321,2024-07-30,True,0.0,free,,,0.0,True,treatment,5
322,2024-07-31,True,0.0,free,,,0.0,True,control,5
323,2024-07-31,True,0.0,free,,,0.0,True,control,7
324,2024-07-31,True,1.0,pro,3.0,annual,29.88,True,treatment,7
325,2024-08-01,True,0.0,free,,,0.0,True,control,3
326,2024-08-02,True,0.0,free,,,0.0,True,control,7
327,2024-08-02,True,0.0,free,,,0.0,True,control,1
328,2024-08-02,True,0.0,free,,,0.0,True,treatment,9
329,2024-08-02,True,0.0,free,,,0.0,True,treatment,6
330,2024-08-03,True,0.0,free,,,0.0,True,control,5
331,2024-08-03,True,1.0,pro,2.0,monthly,24.0,True,treatment,8
332,2024-08-04,True,0.0,free,,,0.0,True,control,6
333,2024-08-05,True,0.0,free,,,0.0,True,control,8
334,2024-08-05,True,1.0,pro,11.0,monthly,132.0,True,control,4
335,2024-08-06,True,0.0,free,,,0.0,True,control,3
336,2024-08-06,True,0.0,free,,,0.0,True,treatment,8
337,2024-08-06,True,0.0,free,,,0.0,True,control,10
338,2024-08-07,True,0.0,free,,,0.0,True,control,7
339,2024-08-07,True,0.0,free,,,0.0,True,control,8
340,2024-08-07,True,1.0,pro,7.0,monthly,84.0,True,treatment,6
341,2024-08-08,True,0.0,free,,,0.0,True,control,9
342,2024-08-09,True,0.0,free,,,0.0,True,treatment,7
343,2024-08-09,True,1.0,pro,9.0,monthly,108.0,True,control,6
344,2024-08-09,True,1.0,pro,1.0,monthly,12.0,True,control,3
345,2024-08-11,True,0.0,free,,,0.0,True,control,5
346,2024-08-12,True,0.0,free,,,0.0,True,control,6
347,2024-08-13,True,0.0,free,,,0.0,True,treatment,8
348,2024-08-13,True,0.0,free,,,0.0,True,control,15
349,2024-08-13,True,1.0,team,6.0,annual,144.42,True,control,10
350,2024-08-14,True,0.0,free,,,0.0,True,control,4
351,2024-08-14,True,0.0,free,,,0.0,True,control,12
352,2024-08-14,True,0.0,free,,,0.0,True,control,7
353,2024-08-14,True,0.0,free,,,0.0,True,control,7
354,2024-08-15,True,1.0,pro,7.0,annual,69.72,True,control,15
355,2024-08-16,True,1.0,pro,2.0,monthly,24.0,True,control,3
356,2024-08-16,True,0.0,free,,,0.0,True,treatment,2
357,2024-08-17,True,0.0,free,,,0.0,True,control,8
358,2024-08-17,True,0.0,free,,,0.0,True,treatment,5
359,2024-08-17,True,1.0,team,5.0,monthly,145.0,True,control,10
360,2024-08-18,True,0.0,free,,,0.0,True,control,11
361,2024-08-18,True,0.0,free,,,0.0,True,control,7
362,2024-08-19,True,0.0,free,,,0.0,True,treatment,10
363,2024-08-19,True,0.0,free,,,0.0,True,control,7
364,2024-08-19,True,0.0,free,,,0.0,True,treatment,6
365,2024-08-20,True,1.0,pro,1.0,annual,9.96,True,treatment,8
366,2024-08-21,True,0.0,free,,,0.0,True,control,7
367,2024-08-21,True,0.0,free,,,0.0,True,control,9
368,2024-08-21,True,0.0,free,,,0.0,True,treatment,5
369,2024-08-22,True,0.0,free,,,0.0,True,control,6
370,2024-08-23,True,0.0,free,,,0.0,True,control,7
371,2024-08-23,True,1.0,pro,12.0,monthly,144.0,True,treatment,5
372,2024-08-23,True,0.0,free,,,0.0,True,treatment,4
373,2024-08-25,True,0.0,free,,,0.0,True,control,3
374,2024-08-26,True,0.0,free,,,0.0,True,control,3
375,2024-08-26,True,0.0,free,,,0.0,True,treatment,6
376,2024-08-26,True,0.0,free,,,0.0,True,treatment,6
377,2024-08-26,True,0.0,free,,,0.0,True,control,11
378,2024-08-26,True,0.0,free,,,0.0,True,treatment,7
379,2024-08-26,True,1.0,pro,2.0,monthly,24.0,True,treatment,17
380,2024-08-26,True,0.0,free,,,0.0,True,control,3
381,2024-08-26,True,0.0,free,,,0.0,True,control,7
382,2024-08-27,True,1.0,pro,6.0,monthly,72.0,True,control,9
383,2024-08-27,True,0.0,free,,,0.0,True,control,9
384,2024-08-28,True,0.0,free,,,0.0,True,treatment,6
385,2024-08-28,True,0.0,free,,,0.0,True,control,9
386,2024-08-28,True,0.0,free,,,0.0,True,control,2
387,2024-08-28,True,0.0,free,,,0.0,True,control,13
388,2024-08-28,True,0.0,free,,,0.0,True,treatment,9
389,2024-08-29,True,0.0,free,,,0.0,True,treatment,5
390,2024-08-29,True,0.0,free,,,0.0,True,treatment,14
391,2024-08-29,True,0.0,free,,,0.0,True,control,9
392,2024-08-31,True,0.0,free,,,0.0,True,treatment,11
393,2024-08-31,True,0.0,free,,,0.0,True,treatment,8
394,2024-08-31,True,1.0,pro,3.0,annual,29.88,True,control,25
395,2024-09-01,True,1.0,pro,9.0,annual,89.64,True,treatment,10
396,2024-09-01,True,0.0,free,,,0.0,True,treatment,9
397,2024-09-01,True,1.0,pro,26.0,monthly,312.0,True,control,3
398,2024-09-02,True,0.0,free,,,0.0,True,treatment,12
399,2024-09-02,True,0.0,free,,,0.0,True,control,4
400,2024-09-02,True,0.0,free,,,0.0,True,control,5
401,2024-09-02,True,0.0,free,,,0.0,True,treatment,3
402,2024-09-03,True,0.0,free,,,0.0,True,treatment,4
403,2024-09-04,True,1.0,pro,5.0,monthly,60.0,True,control,8
404,2024-09-04,True,0.0,free,,,0.0,True,control,1
405,2024-09-05,True,1.0,pro,1.0,monthly,12.0,True,control,6
406,2024-09-05,True,1.0,pro,3.0,monthly,36.0,True,treatment,3
407,2024-09-05,True,0.0,free,,,0.0,True,control,7
408,2024-09-05,True,0.0,free,,,0.0,True,control,2
409,2024-09-06,True,0.0,free,,,0.0,True,control,4
410,2024-09-06,True,0.0,free,,,0.0,True,control,13
411,2024-09-06,True,1.0,pro,2.0,monthly,24.0,True,treatment,6
412,2024-09-07,True,0.0,free,,,0.0,True,control,13
413,2024-09-07,True,0.0,free,,,0.0,True,treatment,1
414,2024-09-08,True,0.0,free,,,0.0,True,treatment,5
415,2024-09-08,True,0.0,free,,,0.0,True,control,9
416,2024-09-09,True,0.0,free,,,0.0,True,control,7
417,2024-09-09,True,0.0,free,,,0.0,True,treatment,8
418,2024-09-10,True,0.0,free,,,0.0,True,control,5
419,2024-09-10,True,0.0,free,,,0.0,True,control,11
420,2024-09-10,True,1.0,pro,3.0,annual,29.88,True,treatment,19
421,2024-09-11,True,0.0,free,,,0.0,True,control,4
422,2024-09-11,True,0.0,free,,,0.0,True,control,12
423,2024-09-12,True,0.0,free,,,0.0,True,control,5
424,2024-09-13,True,0.0,free,,,0.0,True,control,15
425,2024-09-13,True,1.0,pro,1.0,monthly,12.0,True,treatment,7
426,2024-09-13,True,0.0,free,,,0.0,True,control,8
427,2024-09-13,True,0.0,free,,,0.0,True,treatment,10
428,2024-09-15,True,0.0,free,,,0.0,True,control,10
429,2024-09-15,True,1.0,pro,6.0,monthly,72.0,True,treatment,8
430,2024-09-15,True,0.0,free,,,0.0,True,control,12
431,2024-09-16,True,0.0,free,,,0.0,True,control,3
