account_id,month_number,month_date,seats,churned_this_month
15,7,2024-08-23,2.0,False
15,8,2024-09-23,2.0,False
15,9,2024-10-23,2.0,False
15,10,2024-11-23,2.0,False
15,11,2024-12-23,2.0,False
15,12,2025-01-23,2.0,False
15,13,2025-02-23,2.0,False
15,14,2025-03-23,4.0,False
15,15,2025-04-23,4.0,False
15,16,2025-05-23,4.0,False
15,17,2025-06-23,4.0,False
15,18,2025-07-23,4.0,False
15,19,2025-08-23,4.0,False
15,20,2025-09-23,4.0,False
15,21,2025-10-23,4.0,False
15,22,2025-11-23,4.0,False
15,23,2025-12-23,4.0,False
23,0,2024-01-30,25.0,False
23,1,2024-02-29,26.0,False
23,2,2024-03-29,26.0,False
23,3,2024-04-29,26.0,False
23,4,2024-05-29,26.0,False
23,5,2024-06-29,26.0,False
23,6,2024-07-29,27.0,False
23,7,2024-08-29,27.0,False
23,8,2024-09-29,27.0,False
23,9,2024-10-29,27.0,False
23,10,2024-11-29,27.0,False
23,11,2024-12-29,27.0,True
26,0,2024-01-31,2.0,False
26,1,2024-02-29,2.0,False
26,2,2024-03-29,2.0,False
26,3,2024-04-29,2.0,False
26,4,2024-05-29,2.0,False
26,5,2024-06-29,2.0,False
26,6,2024-07-29,2.0,False
26,7,2024-08-29,2.0,False
26,8,2024-09-29,2.0,False
26,9,2024-10-29,2.0,False
26,10,2024-11-29,2.0,False
26,11,2024-12-29,2.0,False
26,12,2025-01-29,2.0,False
26,13,2025-02-28,2.0,False
26,14,2025-03-28,2.0,False
26,15,2025-04-28,2.0,False
26,16,2025-05-28,2.0,False
26,17,2025-06-28,2.0,False
26,18,2025-07-28,2.0,False
26,19,2025-08-28,2.0,False
26,20,2025-09-28,2.0,False
26,21,2025-10-28,2.0,False
26,22,2025-11-28,2.0,False
26,23,2025-12-28,2.0,False
28,0,2024-02-01,4.0,False
28,1,2024-03-01,4.0,False
28,2,2024-04-01,4.0,False
28,3,2024-05-01,4.0,False
28,4,2024-06-01,5.0,False
28,5,2024-07-01,5.0,False
28,6,2024-08-01,5.0,False
28,7,2024-09-01,5.0,False
28,8,2024-10-01,5.0,False
28,9,2024-11-01,5.0,False
28,10,2024-12-01,5.0,False
28,11,2025-01-01,5.0,False
28,12,2025-02-01,5.0,False
28,13,2025-03-01,5.0,False
28,14,2025-04-01,5.0,False
28,15,2025-05-01,5.0,False
28,16,2025-06-01,5.0,False
28,17,2025-07-01,5.0,False
28,18,2025-08-01,5.0,False
28,19,2025-09-01,5.0,False
28,20,2025-10-01,5.0,False
28,21,2025-11-01,5.0,False
28,22,2025-12-01,5.0,False
30,0,2024-02-02,6.0,False
30,1,2024-03-02,6.0,False
30,2,2024-04-02,8.0,False
30,3,2024-05-02,8.0,False
30,4,2024-06-02,8.0,False
30,5,2024-07-02,8.0,False
30,6,2024-08-02,8.0,True
31,0,2024-02-06,1.0,False
31,1,2024-03-06,1.0,False
31,2,2024-04-06,1.0,True
34,0,2024-02-06,4.0,False
34,1,2024-03-06,4.0,False
34,2,2024-04-06,4.0,False
34,3,2024-05-06,4.0,True
35,0,2024-02-07,3.0,False
35,1,2024-03-07,3.0,False
35,2,2024-04-07,3.0,False
35,3,2024-05-07,3.0,False
35,4,2024-06-07,3.0,False
35,5,2024-07-07,3.0,False
35,6,2024-08-07,3.0,False
35,7,2024-09-07,3.0,False
35,8,2024-10-07,5.0,False
35,9,2024-11-07,7.0,False
35,10,2024-12-07,7.0,False
35,11,2025-01-07,7.0,False
35,12,2025-02-07,7.0,True
48,0,2024-02-19,26.0,False
48,1,2024-03-19,26.0,False
48,2,2024-04-19,26.0,False
48,3,2024-05-19,26.0,False
48,4,2024-06-19,26.0,False
48,5,2024-07-19,26.0,False
48,6,2024-08-19,26.0,False
48,7,2024-09-19,26.0,False
48,8,2024-10-19,26.0,False
48,9,2024-11-19,26.0,False
48,10,2024-12-19,26.0,False
48,11,2025-01-19,26.0,False
48,12,2025-02-19,26.0,False
48,13,2025-03-19,26.0,False
48,14,2025-04-19,26.0,False
48,15,2025-05-19,26.0,False
48,16,2025-06-19,26.0,False
48,17,2025-07-19,26.0,False
48,18,2025-08-19,26.0,False
48,19,2025-09-19,26.0,False
48,20,2025-10-19,26.0,False
48,21,2025-11-19,26.0,False
48,22,2025-12-19,26.0,False
51,0,2024-02-23,9.0,False
51,1,2024-03-23,9.0,False
51,2,2024-04-23,9.0,False
51,3,2024-05-23,9.0,False
51,4,2024-06-23,9.0,False
51,5,2024-07-23,9.0,False
51,6,2024-08-23,9.0,False
51,7,2024-09-23,9.0,False
51,8,2024-10-23,9.0,False
51,9,2024-11-23,9.0,False
51,10,2024-12-23,9.0,False
51,11,2025-01-23,9.0,False
51,12,2025-02-23,10.0,False
51,13,2025-03-23,10.0,False
51,14,2025-04-23,10.0,False
51,15,2025-05-23,10.0,False
51,16,2025-06-23,10.0,True
52,0,2024-02-24,1.0,False
52,1,2024-03-24,1.0,False
52,2,2024-04-24,1.0,False
52,3,2024-05-24,1.0,True
60,0,2024-03-01,2.0,False
60,1,2024-04-01,2.0,False
60,2,2024-05-01,2.0,False
60,3,2024-06-01,2.0,False
60,4,2024-07-01,2.0,False
60,5,2024-08-01,2.0,False
60,6,2024-09-01,3.0,False
60,7,2024-10-01,3.0,False
60,8,2024-11-01,3.0,False
60,9,2024-12-01,3.0,False
60,10,2025-01-01,3.0,False
60,11,2025-02-01,3.0,False
60,12,2025-03-01,3.0,False
60,13,2025-04-01,3.0,False
60,14,2025-05-01,3.0,False
60,15,2025-06-01,3.0,False
60,16,2025-07-01,3.0,False
60,17,2025-08-01,3.0,False
60,18,2025-09-01,3.0,False
60,19,2025-10-01,3.0,False
60,20,2025-11-01,3.0,False
60,21,2025-12-01,3.0,False
67,0,2024-03-06,2.0,False
67,1,2024-04-06,2.0,False
67,2,2024-05-06,2.0,False
67,3,2024-06-06,2.0,False
67,4,2024-07-06,2.0,False
67,5,2024-08-06,2.0,False
67,6,2024-09-06,2.0,False
67,7,2024-10-06,4.0,False
67,8,2024-11-06,4.0,False
67,9,2024-12-06,4.0,False
67,10,2025-01-06,4.0,False
67,11,2025-02-06,4.0,False
67,12,2025-03-06,4.0,False
67,13,2025-04-06,4.0,False
67,14,2025-05-06,4.0,False
67,15,2025-06-06,4.0,False
67,16,2025-07-06,4.0,False
67,17,2025-08-06,4.0,False
67,18,2025-09-06,4.0,False
67,19,2025-10-06,4.0,False
67,20,2025-11-06,4.0,False
67,21,2025-12-06,4.0,False
69,0,2024-03-07,7.0,False
69,1,2024-04-07,7.0,False
69,2,2024-05-07,7.0,False
69,3,2024-06-07,7.0,False
69,4,2024-07-07,7.0,False
69,5,2024-08-07,7.0,False
69,6,2024-09-07,7.0,False
69,7,2024-10-07,7.0,False
69,8,2024-11-07,7.0,False
69,9,2024-12-07,7.0,False
69,10,2025-01-07,7.0,False
69,11,2025-02-07,7.0,False
69,12,2025-03-07,7.0,False
69,13,2025-04-07,7.0,False
69,14,2025-05-07,7.0,False
69,15,2025-06-07,7.0,False
69,16,2025-07-07,9.0,False
69,17,2025-08-07,9.0,False
69,18,2025-09-07,9.0,False
69,19,2025-10-07,9.0,False
69,20,2025-11-07,9.0,False
69,21,2025-12-07,9.0,False
71,0,2024-03-08,2.0,False
71,1,2024-04-08,3.0,False
71,2,2024-05-08,3.0,False
71,3,2024-06-08,3.0,True
73,0,2024-03-12,13.0,False
73,1,2024-04-12,13.0,False
73,2,2024-05-12,13.0,False
73,3,2024-06-12,13.0,False
73,4,2024-07-12,13.0,False
73,5,2024-08-12,13.0,False
73,6,2024-09-12,13.0,False
73,7,2024-10-12,13.0,False
73,8,2024-11-12,13.0,False
73,9,2024-12-12,13.0,False
73,10,2025-01-12,13.0,False
73,11,2025-02-12,13.0,False
73,12,2025-03-12,13.0,False
73,13,2025-04-12,13.0,False
73,14,2025-05-12,13.0,False
73,15,2025-06-12,13.0,False
73,16,2025-07-12,13.0,False
73,17,2025-08-12,13.0,False
73,18,2025-09-12,13.0,False
73,19,2025-10-12,13.0,False
73,20,2025-11-12,13.0,False
73,21,2025-12-12,13.0,False
75,0,2024-03-13,11.0,False
75,1,2024-04-13,11.0,False
75,2,2024-05-13,11.0,False
75,3,2024-06-13,11.0,False
75,4,2024-07-13,11.0,False
75,5,2024-08-13,11.0,False
75,6,2024-09-13,11.0,False
75,7,2024-10-13,11.0,False
75,8,2024-11-13,11.0,False
75,9,2024-12-13,11.0,False
75,10,2025-01-13,11.0,False
75,11,2025-02-13,11.0,False
75,12,2025-03-13,11.0,False
75,13,2025-04-13,11.0,False
75,14,2025-05-13,11.0,False
75,15,2025-06-13,11.0,True
82,0,2024-03-17,6.0,True
83,0,2024-03-18,14.0,False
83,1,2024-04-18,14.0,False
83,2,2024-05-18,14.0,False
83,3,2024-06-18,14.0,False
83,4,2024-07-18,14.0,False
83,5,2024-08-18,14.0,False
83,6,2024-09-18,14.0,True
85,0,2024-03-19,7.0,False
85,1,2024-04-19,7.0,False
85,2,2024-05-19,7.0,False
85,3,2024-06-19,7.0,False
85,4,2024-07-19,7.0,False
85,5,2024-08-19,7.0,False
85,6,2024-09-19,7.0,False
85,7,2024-10-19,7.0,False
85,8,2024-11-19,7.0,False
85,9,2024-12-19,7.0,False
85,10,2025-01-19,7.0,False
85,11,2025-02-19,7.0,False
85,12,2025-03-19,7.0,False
85,13,2025-04-19,7.0,False
85,14,2025-05-19,7.0,False
85,15,2025-06-19,7.0,False
85,16,2025-07-19,7.0,False
85,17,2025-08-19,7.0,False
85,18,2025-09-19,7.0,False
85,19,2025-10-19,7.0,False
85,20,2025-11-19,7.0,False
85,21,2025-12-19,7.0,False
91,0,2024-03-23,3.0,False
91,1,2024-04-23,3.0,False
91,2,2024-05-23,3.0,False
91,3,2024-06-23,3.0,False
91,4,2024-07-23,3.0,False
91,5,2024-08-23,3.0,False
91,6,2024-09-23,3.0,False
91,7,2024-10-23,3.0,False
91,8,2024-11-23,3.0,False
91,9,2024-12-23,3.0,False
91,10,2025-01-23,5.0,False
91,11,2025-02-23,5.0,False
91,12,2025-03-23,5.0,False
91,13,2025-04-23,5.0,False
91,14,2025-05-23,5.0,False
91,15,2025-06-23,5.0,False
91,16,2025-07-23,5.0,False
91,17,2025-08-23,5.0,False
91,18,2025-09-23,5.0,False
91,19,2025-10-23,5.0,False
91,20,2025-11-23,5.0,False
91,21,2025-12-23,5.0,False
95,0,2024-03-26,7.0,False
95,1,2024-04-26,7.0,False
95,2,2024-05-26,7.0,False
95,3,2024-06-26,7.0,False
95,4,2024-07-26,7.0,False
95,5,2024-08-26,7.0,False
95,6,2024-09-26,7.0,False
95,7,2024-10-26,7.0,False
95,8,2024-11-26,7.0,False
95,9,2024-12-26,7.0,False
95,10,2025-01-26,7.0,False
95,11,2025-02-26,7.0,False
95,12,2025-03-26,7.0,False
95,13,2025-04-26,7.0,False
95,14,2025-05-26,7.0,False
95,15,2025-06-26,7.0,False
95,16,2025-07-26,7.0,False
95,17,2025-08-26,7.0,False
95,18,2025-09-26,7.0,False
95,19,2025-10-26,7.0,False
95,20,2025-11-26,7.0,False
95,21,2025-12-26,7.0,False
100,0,2024-03-29,1.0,False
100,1,2024-04-29,2.0,False
100,2,2024-05-29,2.0,False
100,3,2024-06-29,2.0,False
100,4,2024-07-29,2.0,False
100,5,2024-08-29,2.0,False
100,6,2024-09-29,2.0,False
100,7,2024-10-29,2.0,False
100,8,2024-11-29,2.0,False
100,9,2024-12-29,2.0,False
100,10,2025-01-29,2.0,False
100,11,2025-02-28,3.0,False
100,12,2025-03-28,3.0,False
100,13,2025-04-28,3.0,False
100,14,2025-05-28,3.0,False
100,15,2025-06-28,3.0,False
100,16,2025-07-28,3.0,False
100,17,2025-08-28,3.0,False
100,18,2025-09-28,3.0,False
100,19,2025-10-28,3.0,False
100,20,2025-11-28,3.0,False
100,21,2025-12-28,3.0,False
101,0,2024-03-31,1.0,False
101,1,2024-04-30,1.0,False
101,2,2024-05-30,1.0,False
101,3,2024-06-30,1.0,False
101,4,2024-07-30,1.0,False
101,5,2024-08-30,1.0,False
101,6,2024-09-30,1.0,True
103,0,2024-04-01,8.0,False
103,1,2024-05-01,8.0,False
103,2,2024-06-01,8.0,False
103,3,2024-07-01,8.0,False
103,4,2024-08-01,8.0,False
103,5,2024-09-01,8.0,False
103,6,2024-10-01,8.0,False
103,7,2024-11-01,8.0,False
103,8,2024-12-01,8.0,False
103,9,2025-01-01,8.0,False
103,10,2025-02-01,8.0,False
103,11,2025-03-01,8.0,False
103,12,2025-04-01,8.0,False
103,13,2025-05-01,8.0,False
103,14,2025-06-01,8.0,False
103,15,2025-07-01,8.0,False
103,16,2025-08-01,8.0,False
103,17,2025-09-01,8.0,False
103,18,2025-10-01,8.0,False
103,19,2025-11-01,8.0,False
103,20,2025-12-01,8.0,True
111,0,2024-04-03,6.0,False
111,1,2024-05-03,6.0,False
111,2,2024-06-03,6.0,False
111,3,2024-07-03,6.0,False
111,4,2024-08-03,8.0,False
111,5,2024-09-03,8.0,False
111,6,2024-10-03,9.0,False
111,7,2024-11-03,9.0,False
111,8,2024-12-03,9.0,False
111,9,2025-01-03,9.0,False
111,10,2025-02-03,9.0,False
111,11,2025-03-03,10.0,False
111,12,2025-04-03,10.0,False
111,13,2025-05-03,10.0,False
111,14,2025-06-03,10.0,False
111,15,2025-07-03,10.0,False
111,16,2025-08-03,10.0,False
111,17,2025-09-03,10.0,False
111,18,2025-10-03,10.0,False
111,19,2025-11-03,10.0,False
111,20,2025-12-03,11.0,False
113,0,2024-04-05,3.0,False
113,1,2024-05-05,3.0,False
113,2,2024-06-05,3.0,False
113,3,2024-07-05,3.0,False
113,4,2024-08-05,3.0,False
113,5,2024-09-05,3.0,False
113,6,2024-10-05,3.0,False
113,7,2024-11-05,4.0,False
113,8,2024-12-05,4.0,False
113,9,2025-01-05,4.0,False
113,10,2025-02-05,4.0,False
113,11,2025-03-05,4.0,False
113,12,2025-04-05,4.0,False
113,13,2025-05-05,4.0,False
113,14,2025-06-05,4.0,False
113,15,2025-07-05,4.0,False
113,16,2025-08-05,4.0,False
113,17,2025-09-05,4.0,False
113,18,2025-10-05,4.0,False
113,19,2025-11-05,4.0,False
113,20,2025-12-05,4.0,False
115,0,2024-04-07,1.0,False
115,1,2024-05-07,1.0,False
115,2,2024-06-07,1.0,False
115,3,2024-07-07,1.0,False
115,4,2024-08-07,1.0,False
115,5,2024-09-07,1.0,False
115,6,2024-10-07,1.0,False
115,7,2024-11-07,1.0,False
115,8,2024-12-07,1.0,False
115,9,2025-01-07,1.0,False
115,10,2025-02-07,1.0,False
115,11,2025-03-07,1.0,False
115,12,2025-04-07,1.0,False
115,13,2025-05-07,1.0,False
115,14,2025-06-07,1.0,True
116,0,2024-04-08,8.0,False
116,1,2024-05-08,8.0,False
116,2,2024-06-08,8.0,False
116,3,2024-07-08,9.0,True
132,0,2024-04-20,11.0,False
132,1,2024-05-20,11.0,False
132,2,2024-06-20,11.0,False
132,3,2024-07-20,11.0,False
132,4,2024-08-20,11.0,True
135,0,2024-04-23,2.0,False
135,1,2024-05-23,2.0,False
135,2,2024-06-23,2.0,False
135,3,2024-07-23,2.0,True
138,0,2024-04-23,1.0,False
138,1,2024-05-23,1.0,False
138,2,2024-06-23,1.0,False
138,3,2024-07-23,1.0,False
138,4,2024-08-23,1.0,False
138,5,2024-09-23,1.0,False
138,6,2024-10-23,1.0,False
138,7,2024-11-23,1.0,False
138,8,2024-12-23,1.0,False
138,9,2025-01-23,1.0,False
138,10,2025-02-23,1.0,False
138,11,2025-03-23,1.0,False
138,12,2025-04-23,1.0,False
138,13,2025-05-23,1.0,False
138,14,2025-06-23,1.0,False
138,15,2025-07-23,1.0,False
138,16,2025-08-23,2.0,False
138,17,2025-09-23,2.0,False
138,18,2025-10-23,2.0,False
138,19,2025-11-23,2.0,False
138,20,2025-12-23,2.0,False
140,0,2024-04-25,2.0,False
140,1,2024-05-25,2.0,False
140,2,2024-06-25,2.0,False
140,3,2024-07-25,2.0,False
140,4,2024-08-25,2.0,False
140,5,2024-09-25,2.0,False
140,6,2024-10-25,2.0,False
140,7,2024-11-25,2.0,False
140,8,2024-12-25,2.0,False
140,9,2025-01-25,2.0,False
140,10,2025-02-25,2.0,False
140,11,2025-03-25,2.0,False
140,12,2025-04-25,2.0,False
140,13,2025-05-25,2.0,False
140,14,2025-06-25,2.0,False
140,15,2025-07-25,4.0,False
140,16,2025-08-25,4.0,False
140,17,2025-09-25,4.0,False
140,18,2025-10-25,4.0,False
140,19,2025-11-25,4.0,False
140,20,2025-12-25,4.0,False
156,0,2024-05-06,1.0,False
156,1,2024-06-06,1.0,False
156,2,2024-07-06,1.0,False
156,3,2024-08-06,1.0,False
156,4,2024-09-06,1.0,False
156,5,2024-10-06,1.0,False
156,6,2024-11-06,1.0,False
156,7,2024-12-06,1.0,False
156,8,2025-01-06,1.0,False
156,9,2025-02-06,1.0,False
156,10,2025-03-06,1.0,False
156,11,2025-04-06,1.0,False
156,12,2025-05-06,1.0,False
156,13,2025-06-06,1.0,False
156,14,2025-07-06,1.0,False
156,15,2025-08-06,1.0,False
156,16,2025-09-06,1.0,False
156,17,2025-10-06,1.0,False
156,18,2025-11-06,1.0,False
156,19,2025-12-06,1.0,True
157,0,2024-05-09,1.0,False
157,1,2024-06-09,1.0,False
157,2,2024-07-09,1.0,True
160,0,2024-05-10,3.0,False
160,1,2024-06-10,3.0,False
160,2,2024-07-10,3.0,False
160,3,2024-08-10,3.0,False
160,4,2024-09-10,3.0,False
160,5,2024-10-10,3.0,False
160,6,2024-11-10,3.0,False
160,7,2024-12-10,3.0,False
160,8,2025-01-10,5.0,False
160,9,2025-02-10,5.0,False
160,10,2025-03-10,6.0,False
160,11,2025-04-10,6.0,False
160,12,2025-05-10,6.0,False
160,13,2025-06-10,6.0,False
160,14,2025-07-10,7.0,False
160,15,2025-08-10,7.0,False
160,16,2025-09-10,7.0,False
160,17,2025-10-10,7.0,False
160,18,2025-11-10,7.0,False
160,19,2025-12-10,8.0,False
161,0,2024-05-11,8.0,False
161,1,2024-06-11,8.0,False
161,2,2024-07-11,8.0,False
161,3,2024-08-11,8.0,False
161,4,2024-09-11,8.0,False
161,5,2024-10-11,8.0,False
161,6,2024-11-11,8.0,False
161,7,2024-12-11,8.0,False
161,8,2025-01-11,8.0,False
161,9,2025-02-11,8.0,False
161,10,2025-03-11,10.0,False
161,11,2025-04-11,10.0,False
161,12,2025-05-11,10.0,False
161,13,2025-06-11,10.0,False
161,14,2025-07-11,10.0,False
161,15,2025-08-11,10.0,False
161,16,2025-09-11,10.0,False
161,17,2025-10-11,10.0,False
161,18,2025-11-11,10.0,False
161,19,2025-12-11,10.0,False
171,0,2024-05-18,9.0,False
171,1,2024-06-18,9.0,False
171,2,2024-07-18,9.0,True
172,0,2024-05-18,6.0,False
172,1,2024-06-18,6.0,False
172,2,2024-07-18,7.0,False
172,3,2024-08-18,7.0,False
172,4,2024-09-18,7.0,False
172,5,2024-10-18,7.0,False
172,6,2024-11-18,7.0,False
172,7,2024-12-18,7.0,False
172,8,2025-01-18,7.0,False
172,9,2025-02-18,7.0,False
172,10,2025-03-18,7.0,False
172,11,2025-04-18,7.0,False
172,12,2025-05-18,7.0,True
176,0,2024-05-19,8.0,False
176,1,2024-06-19,8.0,False
176,2,2024-07-19,8.0,False
176,3,2024-08-19,8.0,False
176,4,2024-09-19,8.0,False
176,5,2024-10-19,8.0,False
176,6,2024-11-19,8.0,False
176,7,2024-12-19,8.0,False
176,8,2025-01-19,8.0,False
176,9,2025-02-19,8.0,False
176,10,2025-03-19,8.0,True
181,0,2024-05-21,3.0,False
181,1,2024-06-21,3.0,False
181,2,2024-07-21,3.0,False
181,3,2024-08-21,3.0,False
181,4,2024-09-21,3.0,False
181,5,2024-10-21,3.0,False
181,6,2024-11-21,3.0,False
181,7,2024-12-21,3.0,False
181,8,2025-01-21,3.0,False
181,9,2025-02-21,3.0,False
181,10,2025-03-21,3.0,False
181,11,2025-04-21,3.0,False
181,12,2025-05-21,3.0,False
181,13,2025-06-21,3.0,False
181,14,2025-07-21,3.0,False
181,15,2025-08-21,3.0,False
181,16,2025-09-21,3.0,False
181,17,2025-10-21,3.0,False
181,18,2025-11-21,3.0,False
181,19,2025-12-21,3.0,False
182,0,2024-05-22,7.0,False
182,1,2024-06-22,7.0,False
182,2,2024-07-22,7.0,False
182,3,2024-08-22,7.0,False
182,4,2024-09-22,7.0,False
182,5,2024-10-22,7.0,False
182,6,2024-11-22,7.0,False
182,7,2024-12-22,9.0,False
182,8,2025-01-22,9.0,False
182,9,2025-02-22,9.0,False
182,10,2025-03-22,9.0,False
182,11,2025-04-22,9.0,False
182,12,2025-05-22,9.0,False
182,13,2025-06-22,9.0,False
182,14,2025-07-22,9.0,False
182,15,2025-08-22,9.0,False
182,16,2025-09-22,9.0,False
182,17,2025-10-22,9.0,False
182,18,2025-11-22,9.0,False
182,19,2025-12-22,9.0,False
186,0,2024-05-25,7.0,False
186,1,2024-06-25,7.0,False
186,2,2024-07-25,7.0,False
186,3,2024-08-25,7.0,False
186,4,2024-09-25,7.0,False
186,5,2024-10-25,7.0,False
186,6,2024-11-25,7.0,False
186,7,2024-12-25,7.0,True
189,0,2024-05-27,3.0,False
189,1,2024-06-27,3.0,False
189,2,2024-07-27,3.0,False
189,3,2024-08-27,5.0,False
189,4,2024-09-27,7.0,False
189,5,2024-10-27,7.0,False
189,6,2024-11-27,7.0,False
189,7,2024-12-27,7.0,True
190,0,2024-05-27,2.0,False
190,1,2024-06-27,2.0,False
190,2,2024-07-27,2.0,False
190,3,2024-08-27,2.0,False
190,4,2024-09-27,2.0,False
190,5,2024-10-27,2.0,False
190,6,2024-11-27,2.0,False
190,7,2024-12-27,2.0,False
190,8,2025-01-27,2.0,False
190,9,2025-02-27,2.0,False
190,10,2025-03-27,2.0,False
190,11,2025-04-27,2.0,False
190,12,2025-05-27,2.0,False
190,13,2025-06-27,2.0,False
190,14,2025-07-27,2.0,False
190,15,2025-08-27,4.0,False
190,16,2025-09-27,4.0,False
190,17,2025-10-27,4.0,False
190,18,2025-11-27,4.0,False
190,19,2025-12-27,4.0,False
192,0,2024-05-28,1.0,True
194,0,2024-05-28,2.0,False
194,1,2024-06-28,2.0,True
196,0,2024-05-29,2.0,False
196,1,2024-06-29,2.0,False
196,2,2024-07-29,2.0,False
196,3,2024-08-29,2.0,False
196,4,2024-09-29,2.0,False
196,5,2024-10-29,2.0,False
196,6,2024-11-29,2.0,False
196,7,2024-12-29,2.0,False
196,8,2025-01-29,2.0,False
196,9,2025-02-28,2.0,False
196,10,2025-03-28,2.0,False
196,11,2025-04-28,2.0,False
196,12,2025-05-28,2.0,False
196,13,2025-06-28,2.0,False
196,14,2025-07-28,2.0,False
196,15,2025-08-28,2.0,False
196,16,2025-09-28,2.0,True
197,0,2024-05-29,3.0,False
197,1,2024-06-29,3.0,False
197,2,2024-07-29,3.0,False
197,3,2024-08-29,3.0,False
197,4,2024-09-29,3.0,False
197,5,2024-10-29,3.0,False
197,6,2024-11-29,3.0,False
197,7,2024-12-29,3.0,False
197,8,2025-01-29,3.0,False
197,9,2025-02-28,3.0,False
197,10,2025-03-28,3.0,False
197,11,2025-04-28,3.0,False
197,12,2025-05-28,3.0,False
197,13,2025-06-28,3.0,False
197,14,2025-07-28,3.0,False
197,15,2025-08-28,3.0,False
197,16,2025-09-28,4.0,False
197,17,2025-10-28,4.0,False
197,18,2025-11-28,4.0,False
197,19,2025-12-28,4.0,False
204,0,2024-06-03,3.0,False
204,1,2024-07-03,4.0,False
204,2,2024-08-03,4.0,False
204,3,2024-09-03,4.0,False
204,4,2024-10-03,4.0,False
204,5,2024-11-03,4.0,False
204,6,2024-12-03,4.0,False
204,7,2025-01-03,4.0,False
204,8,2025-02-03,4.0,False
204,9,2025-03-03,4.0,False
204,10,2025-04-03,4.0,False
204,11,2025-05-03,5.0,False
204,12,2025-06-03,5.0,False
204,13,2025-07-03,5.0,False
204,14,2025-08-03,5.0,False
204,15,2025-09-03,5.0,False
204,16,2025-10-03,5.0,False
204,17,2025-11-03,5.0,False
204,18,2025-12-03,5.0,False
208,0,2024-06-04,1.0,False
208,1,2024-07-04,1.0,False
208,2,2024-08-04,1.0,False
208,3,2024-09-04,1.0,False
208,4,2024-10-04,1.0,False
208,5,2024-11-04,1.0,False
208,6,2024-12-04,1.0,False
208,7,2025-01-04,1.0,False
208,8,2025-02-04,2.0,False
208,9,2025-03-04,2.0,False
208,10,2025-04-04,3.0,False
208,11,2025-05-04,3.0,False
208,12,2025-06-04,3.0,False
208,13,2025-07-04,3.0,False
208,14,2025-08-04,3.0,False
208,15,2025-09-04,3.0,False
208,16,2025-10-04,3.0,False
208,17,2025-11-04,3.0,False
208,18,2025-12-04,3.0,False
211,0,2024-06-06,1.0,False
211,1,2024-07-06,1.0,False
