account_id,week_number_post_trial,week_date,task_count,active
10,28,2024-08-02,10,True
10,29,2024-08-09,5,True
10,30,2024-08-16,13,True
10,31,2024-08-23,12,True
10,32,2024-08-30,7,True
10,33,2024-09-06,3,True
10,34,2024-09-13,7,True
10,35,2024-09-20,6,True
10,36,2024-09-27,8,True
10,37,2024-10-04,11,True
10,38,2024-10-11,11,True
10,39,2024-10-18,8,True
10,40,2024-10-25,10,True
10,41,2024-11-01,9,True
10,42,2024-11-08,8,True
10,43,2024-11-15,3,True
10,44,2024-11-22,6,True
10,45,2024-11-29,10,True
10,46,2024-12-06,5,True
10,47,2024-12-13,9,True
10,48,2024-12-20,14,True
10,49,2024-12-27,9,True
10,50,2025-01-03,8,True
10,51,2025-01-10,15,True
13,0,2024-01-22,3,True
13,1,2024-01-29,1,True
13,2,2024-02-05,4,True
13,3,2024-02-12,3,True
13,4,2024-02-19,5,True
13,5,2024-02-26,3,True
13,6,2024-03-04,5,True
13,7,2024-03-11,4,True
13,8,2024-03-18,8,True
13,9,2024-03-25,5,True
13,10,2024-04-01,1,True
13,11,2024-04-08,2,True
13,12,2024-04-15,3,True
13,13,2024-04-22,6,True
13,14,2024-04-29,2,True
13,15,2024-05-06,2,True
13,16,2024-05-13,3,True
13,17,2024-05-20,2,True
13,18,2024-05-27,6,True
13,19,2024-06-03,4,True
13,20,2024-06-10,4,True
13,21,2024-06-17,1,True
13,22,2024-06-24,0,False
13,23,2024-07-01,2,True
13,24,2024-07-08,8,True
13,25,2024-07-15,5,True
13,26,2024-07-22,2,True
13,27,2024-07-29,6,True
13,28,2024-08-05,7,True
13,29,2024-08-12,1,True
13,30,2024-08-19,2,True
13,31,2024-08-26,7,True
13,32,2024-09-02,11,True
13,33,2024-09-09,6,True
13,34,2024-09-16,4,True
13,35,2024-09-23,8,True
13,36,2024-09-30,4,True
13,37,2024-10-07,3,True
13,38,2024-10-14,5,True
13,39,2024-10-21,6,True
13,40,2024-10-28,4,True
13,41,2024-11-04,5,True
13,42,2024-11-11,4,True
13,43,2024-11-18,9,True
13,44,2024-11-25,8,True
13,45,2024-12-02,5,True
13,46,2024-12-09,6,True
13,47,2024-12-16,8,True
13,48,2024-12-23,4,True
13,49,2024-12-30,7,True
13,50,2025-01-06,8,True
13,51,2025-01-13,4,True
14,0,2024-01-22,1,True
14,1,2024-01-29,2,True
14,2,2024-02-05,3,True
14,3,2024-02-12,2,True
14,4,2024-02-19,1,True
14,5,2024-02-26,2,True
14,6,2024-03-04,2,True
14,7,2024-03-11,1,True
14,8,2024-03-18,5,True
14,9,2024-03-25,3,True
14,10,2024-04-01,3,True
14,11,2024-04-08,2,True
14,12,2024-04-15,3,True
14,13,2024-04-22,1,True
14,14,2024-04-29,3,True
14,15,2024-05-06,1,True
14,16,2024-05-13,5,True
14,17,2024-05-20,2,True
14,18,2024-05-27,2,True
14,19,2024-06-03,1,True
14,20,2024-06-10,4,True
14,21,2024-06-17,3,True
14,22,2024-06-24,2,True
14,23,2024-07-01,3,True
14,24,2024-07-08,1,True
14,25,2024-07-15,1,True
14,26,2024-07-22,2,True
14,27,2024-07-29,4,True
14,28,2024-08-05,5,True
14,29,2024-08-12,1,True
14,30,2024-08-19,1,True
14,31,2024-08-26,2,True
14,32,2024-09-02,4,True
14,33,2024-09-09,2,True
14,34,2024-09-16,3,True
14,35,2024-09-23,2,True
14,36,2024-09-30,4,True
14,37,2024-10-07,3,True
14,38,2024-10-14,4,True
14,39,2024-10-21,2,True
14,40,2024-10-28,4,True
14,41,2024-11-04,6,True
14,42,2024-11-11,4,True
14,43,2024-11-18,4,True
14,44,2024-11-25,3,True
14,45,2024-12-02,3,True
14,46,2024-12-09,2,True
14,47,2024-12-16,0,False
14,48,2024-12-23,2,True
14,49,2024-12-30,2,True
14,50,2025-01-06,4,True
14,51,2025-01-13,4,True
16,0,2024-01-23,7,True
16,1,2024-01-30,4,True
16,2,2024-02-06,9,True
16,3,2024-02-13,3,True
16,4,2024-02-20,7,True
16,5,2024-02-27,2,True
16,6,2024-03-05,7,True
16,7,2024-03-12,8,True
16,8,2024-03-19,2,True
16,9,2024-03-26,7,True
16,10,2024-04-02,4,True
16,11,2024-04-09,6,True
16,12,2024-04-16,6,True
16,13,2024-04-23,3,True
16,14,2024-04-30,8,True
16,15,2024-05-07,7,True
16,16,2024-05-14,4,True
16,17,2024-05-21,4,True
16,18,2024-05-28,3,True
16,19,2024-06-04,8,True
16,20,2024-06-11,3,True
16,21,2024-06-18,2,True
16,22,2024-06-25,11,True
16,23,2024-07-02,4,True
16,24,2024-07-09,1,True
16,25,2024-07-16,3,True
16,26,2024-07-23,4,True
16,27,2024-07-30,6,True
16,28,2024-08-06,6,True
16,29,2024-08-13,3,True
16,30,2024-08-20,4,True
16,31,2024-08-27,7,True
16,32,2024-09-03,1,True
16,33,2024-09-10,3,True
16,34,2024-09-17,4,True
16,35,2024-09-24,6,True
16,36,2024-10-01,9,True
16,37,2024-10-08,5,True
16,38,2024-10-15,4,True
16,39,2024-10-22,5,True
16,40,2024-10-29,7,True
16,41,2024-11-05,6,True
16,42,2024-11-12,5,True
16,43,2024-11-19,4,True
16,44,2024-11-26,5,True
16,45,2024-12-03,5,True
16,46,2024-12-10,7,True
16,47,2024-12-17,0,False
16,48,2024-12-24,6,True
16,49,2024-12-31,9,True
16,50,2025-01-07,7,True
16,51,2025-01-14,4,True
17,0,2024-01-23,0,False
17,1,2024-01-30,1,True
17,2,2024-02-06,3,True
17,3,2024-02-13,0,False
17,4,2024-02-20,0,False
17,5,2024-02-27,1,True
17,6,2024-03-05,0,False
17,7,2024-03-12,2,True
17,8,2024-03-19,2,True
17,9,2024-03-26,3,True
17,10,2024-04-02,0,False
17,11,2024-04-09,3,True
17,12,2024-04-16,4,True
17,13,2024-04-23,3,True
17,14,2024-04-30,0,False
17,15,2024-05-07,1,True
17,16,2024-05-14,0,False
17,17,2024-05-21,2,True
17,18,2024-05-28,2,True
17,19,2024-06-04,5,True
17,20,2024-06-11,2,True
17,21,2024-06-18,0,False
17,22,2024-06-25,1,True
17,23,2024-07-02,3,True
17,24,2024-07-09,1,True
17,25,2024-07-16,0,False
17,26,2024-07-23,1,True
17,27,2024-07-30,2,True
17,28,2024-08-06,0,False
17,29,2024-08-13,3,True
17,30,2024-08-20,4,True
17,31,2024-08-27,3,True
17,32,2024-09-03,1,True
17,33,2024-09-10,2,True
17,34,2024-09-17,2,True
17,35,2024-09-24,4,True
17,36,2024-10-01,4,True
17,37,2024-10-08,2,True
17,38,2024-10-15,1,True
17,39,2024-10-22,1,True
17,40,2024-10-29,3,True
17,41,2024-11-05,1,True
17,42,2024-11-12,1,True
17,43,2024-11-19,3,True
17,44,2024-11-26,0,False
17,45,2024-12-03,4,True
17,46,2024-12-10,0,False
17,47,2024-12-17,4,True
17,48,2024-12-24,1,True
17,49,2024-12-31,2,True
17,50,2025-01-07,1,True
17,51,2025-01-14,2,True
18,0,2024-01-24,2,True
18,1,2024-01-31,4,True
18,2,2024-02-07,4,True
18,3,2024-02-14,2,True
18,4,2024-02-21,5,True
18,5,2024-02-28,8,True
18,6,2024-03-06,5,True
18,7,2024-03-13,2,True
18,8,2024-03-20,5,True
18,9,2024-03-27,4,True
18,10,2024-04-03,1,True
18,11,2024-04-10,7,True
18,12,2024-04-17,7,True
18,13,2024-04-24,2,True
18,14,2024-05-01,6,True
18,15,2024-05-08,8,True
18,16,2024-05-15,6,True
18,17,2024-05-22,5,True
18,18,2024-05-29,4,True
18,19,2024-06-05,5,True
18,20,2024-06-12,3,True
18,21,2024-06-19,6,True
18,22,2024-06-26,3,True
18,23,2024-07-03,7,True
18,24,2024-07-10,11,True
18,25,2024-07-17,5,True
18,26,2024-07-24,3,True
18,27,2024-07-31,4,True
18,28,2024-08-07,7,True
18,29,2024-08-14,5,True
18,30,2024-08-21,4,True
18,31,2024-08-28,5,True
18,32,2024-09-04,2,True
18,33,2024-09-11,7,True
18,34,2024-09-18,3,True
18,35,2024-09-25,2,True
18,36,2024-10-02,4,True
18,37,2024-10-09,2,True
18,38,2024-10-16,8,True
18,39,2024-10-23,3,True
18,40,2024-10-30,2,True
18,41,2024-11-06,4,True
18,42,2024-11-13,5,True
18,43,2024-11-20,4,True
18,44,2024-11-27,4,True
18,45,2024-12-04,7,True
18,46,2024-12-11,7,True
18,47,2024-12-18,3,True
18,48,2024-12-25,10,True
18,49,2025-01-01,6,True
18,50,2025-01-08,2,True
18,51,2025-01-15,7,True
19,0,2024-01-26,2,True
19,1,2024-02-02,3,True
19,2,2024-02-09,2,True
19,3,2024-02-16,1,True
19,4,2024-02-23,2,True
19,5,2024-03-01,1,True
19,6,2024-03-08,0,False
19,7,2024-03-15,2,True
19,8,2024-03-22,2,True
19,9,2024-03-29,1,True
19,10,2024-04-05,3,True
19,11,2024-04-12,4,True
19,12,2024-04-19,2,True
19,13,2024-04-26,0,False
19,14,2024-05-03,2,True
19,15,2024-05-10,4,True
19,16,2024-05-17,1,True
19,17,2024-05-24,5,True
19,18,2024-05-31,1,True
19,19,2024-06-07,2,True
19,20,2024-06-14,3,True
19,21,2024-06-21,3,True
19,22,2024-06-28,1,True
19,23,2024-07-05,1,True
19,24,2024-07-12,1,True
19,25,2024-07-19,3,True
19,26,2024-07-26,1,True
19,27,2024-08-02,1,True
19,28,2024-08-09,2,True
19,29,2024-08-16,3,True
19,30,2024-08-23,2,True
19,31,2024-08-30,2,True
19,32,2024-09-06,2,True
19,33,2024-09-13,1,True
19,34,2024-09-20,5,True
19,35,2024-09-27,1,True
19,36,2024-10-04,2,True
19,37,2024-10-11,4,True
19,38,2024-10-18,5,True
19,39,2024-10-25,2,True
19,40,2024-11-01,0,False
19,41,2024-11-08,1,True
19,42,2024-11-15,2,True
19,43,2024-11-22,2,True
19,44,2024-11-29,3,True
19,45,2024-12-06,5,True
19,46,2024-12-13,6,True
19,47,2024-12-20,4,True
19,48,2024-12-27,1,True
19,49,2025-01-03,1,True
19,50,2025-01-10,3,True
19,51,2025-01-17,3,True
20,0,2024-01-26,3,True
20,1,2024-02-02,3,True
20,2,2024-02-09,0,False
20,3,2024-02-16,1,True
20,4,2024-02-23,0,False
20,5,2024-03-01,2,True
20,6,2024-03-08,0,False
20,7,2024-03-15,2,True
20,8,2024-03-22,3,True
20,9,2024-03-29,1,True
20,10,2024-04-05,1,True
20,11,2024-04-12,0,False
20,12,2024-04-19,1,True
20,13,2024-04-26,2,True
20,14,2024-05-03,3,True
20,15,2024-05-10,1,True
20,16,2024-05-17,1,True
20,17,2024-05-24,0,False
20,18,2024-05-31,4,True
20,19,2024-06-07,2,True
20,20,2024-06-14,1,True
20,21,2024-06-21,2,True
20,22,2024-06-28,3,True
20,23,2024-07-05,1,True
20,24,2024-07-12,2,True
20,25,2024-07-19,2,True
20,26,2024-07-26,1,True
20,27,2024-08-02,2,True
20,28,2024-08-09,1,True
20,29,2024-08-16,2,True
20,30,2024-08-23,0,False
20,31,2024-08-30,5,True
20,32,2024-09-06,3,True
20,33,2024-09-13,3,True
20,34,2024-09-20,1,True
20,35,2024-09-27,1,True
20,36,2024-10-04,1,True
20,37,2024-10-11,3,True
20,38,2024-10-18,2,True
20,39,2024-10-25,1,True
20,40,2024-11-01,1,True
20,41,2024-11-08,1,True
20,42,2024-11-15,2,True
20,43,2024-11-22,3,True
20,44,2024-11-29,2,True
20,45,2024-12-06,3,True
20,46,2024-12-13,3,True
20,47,2024-12-20,4,True
20,48,2024-12-27,1,True
20,49,2025-01-03,2,True
20,50,2025-01-10,3,True
20,51,2025-01-17,3,True
21,0,2024-01-26,4,True
21,1,2024-02-02,1,True
21,2,2024-02-09,3,True
21,3,2024-02-16,2,True
21,4,2024-02-23,0,False
21,5,2024-03-01,0,False
21,6,2024-03-08,2,True
21,7,2024-03-15,3,True
21,8,2024-03-22,1,True
21,9,2024-03-29,1,True
21,10,2024-04-05,2,True
21,11,2024-04-12,4,True
21,12,2024-04-19,3,True
21,13,2024-04-26,1,True
21,14,2024-05-03,3,True
21,15,2024-05-10,2,True
21,16,2024-05-17,4,True
21,17,2024-05-24,5,True
21,18,2024-05-31,0,False
21,19,2024-06-07,3,True
21,20,2024-06-14,0,False
21,21,2024-06-21,1,True
21,22,2024-06-28,2,True
21,23,2024-07-05,1,True
21,24,2024-07-12,2,True
21,25,2024-07-19,3,True
21,26,2024-07-26,0,False
21,27,2024-08-02,4,True
21,28,2024-08-09,5,True
21,29,2024-08-16,7,True
21,30,2024-08-23,3,True
21,31,2024-08-30,1,True
21,32,2024-09-06,1,True
21,33,2024-09-13,4,True
21,34,2024-09-20,3,True
21,35,2024-09-27,3,True
21,36,2024-10-04,2,True
21,37,2024-10-11,2,True
21,38,2024-10-18,3,True
21,39,2024-10-25,8,True
21,40,2024-11-01,1,True
21,41,2024-11-08,1,True
21,42,2024-11-15,2,True
21,43,2024-11-22,5,True
21,44,2024-11-29,2,True
21,45,2024-12-06,3,True
21,46,2024-12-13,2,True
21,47,2024-12-20,3,True
21,48,2024-12-27,3,True
21,49,2025-01-03,0,False
21,50,2025-01-10,3,True
21,51,2025-01-17,1,True
22,0,2024-01-28,7,True
22,1,2024-02-04,5,True
22,2,2024-02-11,5,True
22,3,2024-02-18,5,True
22,4,2024-02-25,6,True
22,5,2024-03-03,6,True
22,6,2024-03-10,3,True
22,7,2024-03-17,9,True
22,8,2024-03-24,8,True
22,9,2024-03-31,5,True
22,10,2024-04-07,11,True
22,11,2024-04-14,5,True
22,12,2024-04-21,11,True
22,13,2024-04-28,6,True
22,14,2024-05-05,5,True
22,15,2024-05-12,8,True
22,16,2024-05-19,4,True
22,17,2024-05-26,7,True
22,18,2024-06-02,9,True
22,19,2024-06-09,7,True
22,20,2024-06-16,10,True
22,21,2024-06-23,13,True
22,22,2024-06-30,8,True
22,23,2024-07-07,9,True
22,24,2024-07-14,5,True
22,25,2024-07-21,7,True
22,26,2024-07-28,10,True
22,27,2024-08-04,2,True
22,28,2024-08-11,12,True
22,29,2024-08-18,3,True
22,30,2024-08-25,8,True
22,31,2024-09-01,10,True
22,32,2024-09-08,9,True
22,33,2024-09-15,9,True
22,34,2024-09-22,6,True
22,35,2024-09-29,6,True
22,36,2024-10-06,7,True
22,37,2024-10-13,7,True
22,38,2024-10-20,12,True
22,39,2024-10-27,6,True
22,40,2024-11-03,7,True
22,41,2024-11-10,8,True
22,42,2024-11-17,8,True
22,43,2024-11-24,12,True
22,44,2024-12-01,6,True
22,45,2024-12-08,9,True
22,46,2024-12-15,11,True
22,47,2024-12-22,1,True
22,48,2024-12-29,3,True
22,49,2025-01-05,8,True
22,50,2025-01-12,5,True
22,51,2025-01-19,10,True
24,0,2024-01-31,3,True
24,1,2024-02-07,1,True
24,2,2024-02-14,1,True
24,3,2024-02-21,3,True
24,4,2024-02-28,3,True
24,5,2024-03-06,2,True
24,6,2024-03-13,3,True
24,7,2024-03-20,1,True
24,8,2024-03-27,2,True
24,9,2024-04-03,0,False
24,10,2024-04-10,1,True
24,11,2024-04-17,2,True
24,12,2024-04-24,2,True
24,13,2024-05-01,2,True
24,14,2024-05-08,2,True
24,15,2024-05-15,1,True
24,16,2024-05-22,2,True
24,17,2024-05-29,2,True
24,18,2024-06-05,1,True
24,19,2024-06-12,5,True
24,20,2024-06-19,1,True
24,21,2024-06-26,1,True
24,22,2024-07-03,1,True
24,23,2024-07-10,1,True
24,24,2024-07-17,0,False
24,25,2024-07-24,4,True
24,26,2024-07-31,5,True
24,27,2024-08-07,6,True
24,28,2024-08-14,1,True
24,29,2024-08-21,3,True
24,30,2024-08-28,2,True
24,31,2024-09-04,0,False
24,32,2024-09-11,3,True
24,33,2024-09-18,3,True
24,34,2024-09-25,1,True
24,35,2024-10-02,4,True
24,36,2024-10-09,4,True
24,37,2024-10-16,1,True
24,38,2024-10-23,2,True
24,39,2024-10-30,1,True
24,40,2024-11-06,0,False
24,41,2024-11-13,1,True
24,42,2024-11-20,1,True
24,43,2024-11-27,4,True
24,44,2024-12-04,1,True
24,45,2024-12-11,2,True
24,46,2024-12-18,2,True
24,47,2024-12-25,4,True
24,48,2025-01-01,3,True
24,49,2025-01-08,0,False
24,50,2025-01-15,3,True
24,51,2025-01-22,3,True
25,0,2024-01-31,3,True
25,1,2024-02-07,0,False
25,2,2024-02-14,1,True
25,3,2024-02-21,2,True
25,4,2024-02-28,3,True
25,5,2024-03-06,2,True
25,6,2024-03-13,4,True
25,7,2024-03-20,3,True
25,8,2024-03-27,5,True
25,9,2024-04-03,3,True
25,10,2024-04-10,3,True
25,11,2024-04-17,3,True
25,12,2024-04-24,0,False
25,13,2024-05-01,3,True
25,14,2024-05-08,3,True
25,15,2024-05-15,5,True
25,16,2024-05-22,1,True
25,17,2024-05-29,2,True
25,18,2024-06-05,3,True
25,19,2024-06-12,4,True
25,20,2024-06-19,2,True
25,21,2024-06-26,4,True
25,22,2024-07-03,3,True
25,23,2024-07-10,1,True
25,24,2024-07-17,2,True
25,25,2024-07-24,1,True
25,26,2024-07-31,1,True
25,27,2024-08-07,4,True
25,28,2024-08-14,2,True
25,29,2024-08-21,4,True
25,30,2024-08-28,2,True
25,31,2024-09-04,1,True
25,32,2024-09-11,5,True
25,33,2024-09-18,0,False
25,34,2024-09-25,4,True
25,35,2024-10-02,3,True
25,36,2024-10-09,2,True
25,37,2024-10-16,3,True
25,38,2024-10-23,2,True
25,39,2024-10-30,2,True
25,40,2024-11-06,4,True
25,41,2024-11-13,4,True
25,42,2024-11-20,4,True
25,43,2024-11-27,2,True
25,44,2024-12-04,2,True
25,45,2024-12-11,6,True
