account_id,activated,activation_date,exp1_eligible,exp1_variant
189,True,2024-05-19,False,not_eligible
190,True,2024-05-15,False,not_eligible
191,True,2024-05-20,False,not_eligible
192,True,2024-05-19,False,not_eligible
193,False,,False,not_eligible
194,True,2024-05-21,False,not_eligible
195,False,,False,not_eligible
196,True,2024-05-19,False,not_eligible
197,True,2024-05-17,False,not_eligible
198,False,,False,not_eligible
199,False,,False,not_eligible
200,False,,False,not_eligible
201,False,,False,not_eligible
202,False,,False,not_eligible
203,False,,False,not_eligible
204,False,,False,not_eligible
205,True,2024-05-25,False,not_eligible
206,False,,False,not_eligible
207,False,,False,not_eligible
208,True,2024-05-25,False,not_eligible
209,True,2024-05-28,False,not_eligible
210,False,,False,not_eligible
211,True,2024-05-30,False,not_eligible
212,False,,False,not_eligible
213,True,2024-05-29,False,not_eligible
214,False,,False,not_eligible
215,False,,False,not_eligible
216,False,,False,not_eligible
217,False,,False,not_eligible
218,False,,False,not_eligible
219,True,2024-05-28,False,not_eligible
220,False,,False,not_eligible
221,True,2024-06-03,False,not_eligible
222,False,,False,not_eligible
223,True,2024-06-03,False,not_eligible
224,False,,False,not_eligible
225,False,,False,not_eligible
226,False,,False,not_eligible
227,False,,False,not_eligible
228,False,,False,not_eligible
229,False,,False,not_eligible
230,False,,False,not_eligible
231,True,2024-06-07,False,not_eligible
232,False,,False,not_eligible
233,True,2024-06-06,False,not_eligible
234,True,2024-06-08,False,not_eligible
235,True,2024-06-03,False,not_eligible
236,False,,False,not_eligible
237,False,,False,not_eligible
238,False,,False,not_eligible
239,True,2024-06-11,False,not_eligible
240,True,2024-06-09,False,not_eligible
241,True,2024-06-08,False,not_eligible
242,False,,False,not_eligible
243,False,,False,not_eligible
244,False,,False,not_eligible
245,True,2024-06-10,False,not_eligible
246,False,,False,not_eligible
247,True,2024-06-13,False,not_eligible
248,False,,False,not_eligible
249,False,,False,not_eligible
250,False,,False,not_eligible
251,False,,False,not_eligible
252,False,,False,not_eligible
253,False,,False,not_eligible
254,False,,False,not_eligible
255,False,,False,not_eligible
256,False,,False,not_eligible
257,False,,False,not_eligible
258,False,,False,not_eligible
259,False,,False,not_eligible
260,True,2024-06-20,False,not_eligible
261,False,,False,not_eligible
262,False,,False,not_eligible
263,True,2024-06-25,False,not_eligible
264,True,2024-06-26,False,not_eligible
265,True,2024-06-23,False,not_eligible
266,False,,False,not_eligible
267,True,2024-06-27,False,not_eligible
268,False,,False,not_eligible
269,False,,False,not_eligible
270,False,,False,not_eligible
271,False,,False,not_eligible
272,False,,False,not_eligible
273,True,2024-07-01,False,not_eligible
274,False,,False,not_eligible
275,True,2024-06-27,False,not_eligible
276,True,2024-06-28,False,not_eligible
277,False,,False,not_eligible
278,True,2024-07-03,False,not_eligible
279,False,,False,not_eligible
280,False,,False,not_eligible
281,False,,False,not_eligible
282,True,2024-07-03,False,not_eligible
283,False,,False,not_eligible
284,False,,False,not_eligible
285,False,,False,not_eligible
286,False,,False,not_eligible
287,False,,False,not_eligible
288,False,,False,not_eligible
289,False,,False,not_eligible
290,False,,False,not_eligible
291,False,,False,not_eligible
292,True,2024-07-09,False,not_eligible
293,True,2024-07-09,False,not_eligible
294,False,,False,not_eligible
295,False,,False,not_eligible
296,False,,False,not_eligible
297,False,,False,not_eligible
298,False,,False,not_eligible
299,True,2024-07-15,False,not_eligible
300,True,2024-07-14,False,not_eligible
301,True,2024-07-15,False,not_eligible
302,False,,False,not_eligible
303,True,2024-07-15,False,not_eligible
304,False,,False,not_eligible
305,False,,False,not_eligible
306,False,,False,not_eligible
307,True,2024-07-15,False,not_eligible
308,False,,False,not_eligible
309,False,,False,not_eligible
310,False,,False,not_eligible
311,False,,False,not_eligible
312,False,,False,not_eligible
313,False,,False,not_eligible
314,False,,False,not_eligible
315,False,,False,not_eligible
316,False,,False,not_eligible
317,True,2024-07-16,False,not_eligible
318,False,,False,not_eligible
319,False,,False,not_eligible
320,True,2024-07-22,False,not_eligible
321,False,,False,not_eligible
322,False,,False,not_eligible
323,True,2024-07-21,False,not_eligible
324,False,,False,not_eligible
325,False,,False,not_eligible
326,False,,False,not_eligible
327,False,,False,not_eligible
328,False,,False,not_eligible
329,True,2024-07-24,False,not_eligible
330,False,,False,not_eligible
331,True,2024-07-26,False,not_eligible
332,False,,False,not_eligible
333,False,,False,not_eligible
334,True,2024-07-28,False,not_eligible
335,False,,False,not_eligible
336,False,,False,not_eligible
337,False,,False,not_eligible
338,False,,False,not_eligible
339,False,,False,not_eligible
340,True,2024-07-29,False,not_eligible
341,False,,False,not_eligible
342,False,,False,not_eligible
343,True,2024-08-02,False,not_eligible
344,True,2024-07-30,False,not_eligible
345,True,2024-07-29,False,not_eligible
346,False,,False,not_eligible
347,False,,False,not_eligible
348,False,,False,not_eligible
349,True,2024-08-02,False,not_eligible
350,False,,False,not_eligible
351,False,,False,not_eligible
352,True,2024-08-05,False,not_eligible
353,False,,False,not_eligible
354,True,2024-08-08,False,not_eligible
355,False,,False,not_eligible
356,True,2024-08-06,False,not_eligible
357,False,,False,not_eligible
358,False,,False,not_eligible
359,True,2024-08-07,False,not_eligible
360,False,,False,not_eligible
361,False,,False,not_eligible
362,True,2024-08-12,False,not_eligible
363,False,,False,not_eligible
364,False,,False,not_eligible
365,True,2024-08-08,False,not_eligible
366,False,,False,not_eligible
367,False,,False,not_eligible
368,True,2024-08-09,False,not_eligible
369,False,,False,not_eligible
370,False,,False,not_eligible
371,False,,False,not_eligible
372,False,,False,not_eligible
373,False,,False,not_eligible
374,False,,False,not_eligible
375,False,,False,not_eligible
376,False,,False,not_eligible
377,True,2024-08-16,False,not_eligible
378,False,,False,not_eligible
379,False,,False,not_eligible
380,False,,False,not_eligible
381,True,2024-08-19,False,not_eligible
382,True,2024-08-15,False,not_eligible
383,False,,False,not_eligible
384,True,2024-08-20,False,not_eligible
385,False,,False,not_eligible
386,True,2024-08-17,False,not_eligible
387,False,,False,not_eligible
388,False,,False,not_eligible
389,False,,False,not_eligible
390,False,,False,not_eligible
391,False,,False,not_eligible
392,False,,False,not_eligible
393,False,,False,not_eligible
394,True,2024-08-19,False,not_eligible
395,True,2024-08-24,False,not_eligible
396,False,,False,not_eligible
397,False,,False,not_eligible
398,True,2024-08-25,False,not_eligible
399,False,,False,not_eligible
400,False,,False,not_eligible
401,False,,False,not_eligible
402,False,,False,not_eligible
403,True,2024-08-26,False,not_eligible
404,False,,False,not_eligible
405,True,2024-08-26,False,not_eligible
406,True,2024-08-28,False,not_eligible
407,False,,False,not_eligible
408,False,,False,not_eligible
409,False,,False,not_eligible
410,True,2024-08-29,False,not_eligible
411,True,2024-08-30,False,not_eligible
412,True,2024-08-26,False,not_eligible
413,False,,False,not_eligible
414,False,,False,not_eligible
415,True,2024-08-27,False,not_eligible
416,False,,False,not_eligible
417,False,,False,not_eligible
418,False,,False,not_eligible
419,False,,False,not_eligible
420,False,,False,not_eligible
421,False,,False,not_eligible
422,False,,False,not_eligible
423,False,,False,not_eligible
424,False,,False,not_eligible
425,False,,False,not_eligible
426,False,,False,not_eligible
427,False,,False,not_eligible
428,False,,False,not_eligible
429,False,,False,not_eligible
430,True,2024-09-08,False,not_eligible
431,False,,False,not_eligible
432,True,2024-09-03,False,not_eligible
433,True,2024-09-08,False,not_eligible
434,True,2024-09-07,False,not_eligible
435,True,2024-09-09,False,not_eligible
436,True,2024-09-07,False,not_eligible
437,False,,False,not_eligible
438,False,,False,not_eligible
439,False,,False,not_eligible
440,False,,False,not_eligible
441,False,,False,not_eligible
442,True,2024-09-11,False,not_eligible
443,False,,False,not_eligible
444,False,,False,not_eligible
445,True,2024-09-11,False,not_eligible
446,False,,False,not_eligible
447,True,2024-09-09,False,not_eligible
448,False,,False,not_eligible
449,False,,False,not_eligible
450,False,,False,not_eligible
451,False,,False,not_eligible
452,True,2024-09-17,False,not_eligible
453,False,,False,not_eligible
454,False,,False,not_eligible
455,False,,False,not_eligible
456,False,,False,not_eligible
457,False,,False,not_eligible
458,False,,False,not_eligible
459,True,2024-09-15,False,not_eligible
460,False,,False,not_eligible
461,True,2024-09-14,False,not_eligible
462,True,2024-09-17,False,not_eligible
463,False,,False,not_eligible
464,False,,False,not_eligible
465,False,,False,not_eligible
466,False,,False,not_eligible
467,False,,False,not_eligible
468,False,,False,not_eligible
469,False,,False,not_eligible
470,False,,False,not_eligible
471,False,,False,not_eligible
472,True,2024-09-22,False,not_eligible
473,False,,False,not_eligible
474,True,2024-09-22,False,not_eligible
475,False,,False,not_eligible
476,False,,False,not_eligible
477,False,,False,not_eligible
478,True,2024-09-26,False,not_eligible
479,True,2024-09-30,False,not_eligible
480,False,,False,not_eligible
481,False,,False,not_eligible
482,False,,False,not_eligible
483,False,,False,not_eligible
484,False,,False,not_eligible
485,False,,False,not_eligible
486,True,2024-10-02,False,not_eligible
487,False,,False,not_eligible
488,False,,False,not_eligible
489,False,,False,not_eligible
490,False,,False,not_eligible
491,False,,False,not_eligible
492,True,2024-10-05,False,not_eligible
493,False,,True,control
494,False,,True,control
495,True,2024-10-08,True,treatment
496,True,2024-10-04,True,control
497,False,,True,treatment
498,False,,True,control
499,False,,True,treatment
500,False,,True,control
501,False,,True,control
502,False,,True,control
503,False,,True,treatment
504,False,,True,control
505,False,,True,treatment
506,False,,True,treatment
507,True,2024-10-08,True,control
508,True,2024-10-09,True,treatment
509,False,,True,treatment
510,False,,True,treatment
511,False,,True,control
512,True,2024-10-09,True,control
513,False,,True,control
514,False,,True,control
515,False,,True,treatment
516,False,,True,treatment
517,True,2024-10-18,True,treatment
518,True,2024-10-13,True,treatment
519,False,,True,treatment
520,False,,True,control
521,True,2024-10-15,True,control
522,False,,True,treatment
523,True,2024-10-21,True,treatment
524,False,,True,control
525,False,,True,control
526,False,,True,control
527,False,,True,control
528,True,2024-10-20,True,control
529,False,,True,treatment
530,True,2024-10-20,True,control
531,True,2024-10-23,True,control
532,False,,True,control
533,False,,True,treatment
534,False,,True,control
535,False,,True,control
536,False,,True,control
537,False,,True,control
538,True,2024-10-24,True,treatment
539,False,,True,control
540,True,2024-10-25,True,control
541,False,,True,treatment
542,False,,True,treatment
543,False,,True,treatment
544,False,,True,treatment
545,False,,True,treatment
546,False,,True,control
547,False,,True,treatment
548,True,2024-10-26,True,treatment
549,True,2024-10-27,True,control
550,True,2024-10-28,True,control
551,False,,True,treatment
552,False,,True,control
553,False,,True,treatment
554,True,2024-10-27,True,treatment
555,False,,True,treatment
556,True,2024-10-31,True,treatment
557,False,,True,treatment
558,True,2024-11-02,True,control
559,False,,True,treatment
560,False,,True,control
561,False,,True,control
562,False,,True,treatment
563,False,,True,treatment
564,False,,True,control
565,False,,True,control
566,False,,True,treatment
567,False,,True,control
568,False,,True,control
569,True,2024-11-07,True,treatment
570,False,,True,control
571,True,2024-11-07,True,control
572,False,,True,control
573,False,,True,treatment
574,False,,True,treatment
575,True,2024-11-03,True,treatment
576,False,,True,treatment
577,False,,True,treatment
578,True,2024-11-08,True,control
579,True,2024-11-06,True,control
580,False,,True,treatment
581,False,,True,treatment
582,True,2024-11-12,True,treatment
583,False,,True,treatment
584,True,2024-11-10,True,control
585,False,,True,control
586,False,,True,treatment
587,False,,True,treatment
588,False,,True,control
589,True,2024-11-11,True,treatment
590,False,,True,treatment
591,False,,True,treatment
592,True,2024-11-13,True,control
593,False,,True,treatment
594,True,2024-11-18,True,treatment
595,False,,True,control
596,False,,True,control
597,False,,True,treatment
598,False,,True,treatment
599,False,,True,control
600,True,2024-11-15,True,treatment
601,False,,True,control
602,True,2024-11-20,True,control
603,True,2024-11-17,True,treatment
604,False,,True,control
605,True,2024-11-16,True,control
606,False,,True,treatment
607,True,2024-11-20,True,treatment
608,True,2024-11-23,True,control
609,False,,True,control
610,True,2024-11-19,True,control
611,False,,True,control
612,False,,True,control
613,False,,True,control
614,True,2024-11-22,True,control
615,False,,True,control
616,False,,True,treatment
617,True,2024-11-25,True,control
618,False,,True,treatment
619,True,2024-11-27,True,control
620,False,,True,treatment
621,True,2024-11-23,True,treatment
622,True,2024-11-28,True,treatment
623,True,2024-11-24,True,treatment
624,False,,True,treatment
625,False,,True,treatment
626,False,,True,control
627,False,,True,treatment
628,False,,True,treatment
629,False,,True,control
630,True,2024-11-28,True,control
631,True,2024-11-27,True,treatment
632,False,,True,treatment
633,False,,True,control
634,True,2024-12-01,True,treatment
635,False,,True,control
636,True,2024-12-01,True,control
637,False,,True,control
638,False,,True,treatment
639,True,2024-11-28,True,treatment
640,False,,True,treatment
641,False,,True,control
642,False,,True,control
643,False,,True,treatment
644,False,,True,treatment
645,False,,True,control
646,False,,True,treatment
647,False,,True,treatment
648,False,,True,control
649,False,,True,control
650,False,,True,treatment
651,False,,True,control
652,False,,True,control
653,False,,True,treatment
654,False,,True,control
655,False,,True,treatment
656,False,,True,control
657,False,,True,treatment
658,True,2024-12-09,True,treatment
659,True,2024-12-07,True,control
660,False,,True,control
661,False,,True,treatment
662,True,2024-12-13,True,treatment
663,False,,True,control
664,False,,True,treatment
665,True,2024-12-13,True,control
666,False,,True,treatment
667,False,,True,control
668,False,,True,control
669,False,,True,treatment
670,True,2024-12-12,True,treatment
671,False,,True,treatment
672,False,,True,control
673,False,,True,control
674,True,2024-12-17,True,control
675,False,,True,treatment
676,True,2024-12-16,True,treatment
677,True,2024-12-13,True,treatment
678,False,,True,control
679,False,,True,control
680,True,2024-12-18,True,control
681,True,2024-12-17,True,treatment
682,True,2024-12-15,True,control
683,False,,True,treatment
684,False,,True,control
685,False,,True,control
686,False,,True,treatment
687,True,2024-12-16,True,treatment
688,False,,True,control
689,False,,True,treatment
690,False,,True,control
691,True,2024-12-24,True,control
692,True,2024-12-19,True,control
693,True,2024-12-23,True,control
694,False,,True,control
695,False,,True,treatment
696,False,,True,treatment
697,False,,True,treatment
698,False,,True,control
699,True,2024-12-23,True,treatment
700,False,,True,control
701,True,2024-12-28,True,control
702,True,2024-12-24,True,treatment
703,True,2024-12-28,True,treatment
704,False,,True,control
705,False,,True,treatment
706,False,,True,control
707,True,2024-12-29,True,control
708,False,,True,control
709,True,2024-12-28,True,treatment
710,False,,True,control
711,False,,True,control
712,False,,True,treatment
713,False,,True,control
714,True,2024-12-31,True,treatment
715,True,2024-12-26,True,treatment
716,False,,True,control
717,True,2024-12-27,True,treatment
718,False,,True,treatment
719,True,2025-01-01,True,treatment
720,False,,True,treatment
721,False,,True,control
722,False,,True,treatment
723,False,,True,control
724,False,,True,control
725,False,,True,control
726,True,2024-12-28,True,control
727,False,,True,control
728,False,,True,control
729,False,,True,treatment
730,False,,True,treatment
731,False,,True,treatment
732,False,,True,treatment
733,False,,True,treatment
734,False,,True,treatment
735,False,,True,control
736,True,2024-12-30,True,treatment
737,True,2025-01-06,True,control
738,False,,True,treatment
739,False,,True,treatment
740,False,,True,treatment
741,True,2025-01-08,True,control
742,False,,True,treatment
743,False,,True,treatment
744,True,2025-01-06,True,treatment
745,False,,True,control
746,False,,True,control
747,False,,True,control
748,True,2025-01-11,True,treatment
749,False,,True,control
750,False,,True,control
751,True,2025-01-07,True,control
752,False,,True,control
753,False,,True,control
754,False,,True,treatment
755,False,,True,control
756,False,,True,control
757,True,2025-01-12,True,control
758,False,,True,treatment
759,False,,True,treatment
760,False,,True,control
761,True,2025-01-15,True,treatment
762,False,,True,control
763,False,,True,control
764,False,,True,treatment
765,False,,True,treatment
766,False,,True,treatment
767,True,2025-01-12,True,treatment
768,False,,True,control
769,False,,True,control
770,False,,True,control
771,False,,True,treatment
772,True,2025-01-17,True,treatment
773,True,2025-01-14,True,control
774,False,,True,treatment
775,False,,True,treatment
776,True,2025-01-15,True,control
777,False,,True,treatment
778,True,2025-01-16,True,treatment
779,False,,True,control
780,False,,True,control
781,False,,True,treatment
782,False,,True,control
783,True,2025-01-23,True,treatment
784,False,,True,control
785,False,,True,treatment
786,True,2025-01-22,True,control
787,False,,True,control
788,True,2025-01-24,True,treatment
789,False,,True,treatment
790,False,,True,treatment
791,False,,True,control
792,False,,True,control
793,True,2025-01-27,True,control
794,False,,True,control
795,True,2025-01-23,True,treatment
796,False,,True,control
797,False,,True,treatment
798,False,,True,treatment
799,True,2025-01-30,True,treatment
800,False,,True,control
801,False,,True,control
802,True,2025-01-25,True,control
803,False,,True,treatment
804,True,2025-01-25,True,treatment
805,False,,True,treatment
806,False,,True,control
807,False,,True,treatment
808,True,2025-01-29,True,treatment
809,True,2025-01-27,True,treatment
810,True,2025-02-02,True,treatment
811,False,,True,treatment
812,False,,True,treatment
813,False,,True,treatment
814,True,2025-02-02,True,control
815,False,,True,treatment
816,False,,True,control
817,False,,True,control
818,False,,True,treatment
819,True,2025-02-06,True,control
820,False,,True,control
821,True,2025-02-05,True,treatment
822,True,2025-02-04,True,control
823,False,,True,control
824,False,,True,treatment
825,False,,True,control
826,False,,True,control
827,True,2025-02-07,True,treatment
828,False,,True,treatment
829,True,2025-02-08,True,treatment
830,False,,True,treatment
831,True,2025-02-07,True,control
832,False,,True,treatment
833,True,2025-02-10,True,control
834,False,,True,control
835,True,2025-02-13,True,control
836,True,2025-02-08,True,control
837,True,2025-02-13,True,control
838,False,,True,control
839,False,,True,treatment
840,False,,True,treatment
841,False,,True,control
842,True,2025-02-13,True,control
843,True,2025-02-18,True,treatment
844,False,,True,control
845,False,,True,control
846,False,,True,treatment
847,True,2025-02-19,True,treatment
848,True,2025-02-18,True,treatment
849,True,2025-02-18,True,treatment
850,True,2025-02-19,True,control
851,True,2025-02-20,True,treatment
852,True,2025-02-15,True,control
853,False,,True,control
854,True,2025-02-16,True,control
855,True,2025-02-17,True,control
856,False,,True,control
857,False,,True,control
858,False,,True,treatment
859,True,2025-02-17,True,control
860,False,,True,control
861,True,2025-02-23,True,control
862,False,,True,control
863,False,,True,control
864,False,,True,control
865,True,2025-02-21,True,control
866,False,,True,control
867,False,,True,control
868,False,,True,treatment
869,True,2025-02-19,True,treatment
870,False,,True,treatment
871,True,2025-02-24,True,treatment
872,False,,True,control
873,True,2025-02-22,True,control
874,True,2025-02-23,True,control
875,True,2025-02-22,True,treatment
876,False,,True,treatment
877,False,,True,control
878,False,,True,control
879,False,,True,treatment
880,True,2025-02-28,True,control
881,True,2025-02-26,True,control
882,True,2025-02-28,True,treatment
883,False,,True,treatment
884,False,,True,control
885,True,2025-03-01,True,treatment
886,False,,True,control
887,True,2025-02-28,True,control
888,False,,True,treatment
889,False,,True,treatment
890,False,,True,treatment
891,False,,True,control
892,False,,True,treatment
893,False,,True,treatment
894,False,,True,control
895,False,,True,control
896,True,2025-03-05,True,treatment
897,True,2025-03-02,True,control
898,False,,True,treatment
899,False,,True,treatment
900,False,,True,treatment
901,True,2025-03-07,True,treatment
902,False,,True,control
903,False,,True,treatment
904,False,,True,control
905,False,,True,treatment
906,False,,True,treatment
907,False,,True,control
908,False,,True,treatment
909,False,,True,treatment
910,False,,True,control
911,True,2025-03-07,True,control
912,False,,True,control
913,False,,True,treatment
914,False,,True,control
915,False,,True,control
916,False,,True,control
917,False,,True,control
918,False,,True,treatment
919,False,,True,control
920,True,2025-03-11,True,treatment
921,False,,True,treatment
922,False,,True,control
923,False,,True,treatment
924,True,2025-03-11,True,treatment
925,True,2025-03-09,True,control
926,False,,True,control
927,False,,True,treatment
928,True,2025-03-15,True,treatment
929,False,,True,treatment
930,False,,True,control
931,True,2025-03-17,True,treatment
932,True,2025-03-15,True,treatment
933,False,,True,treatment
934,True,2025-03-15,True,treatment
935,False,,True,control
936,False,,True,control
937,False,,True,control
938,False,,True,control
939,False,,True,treatment
940,False,,True,treatment
941,True,2025-03-19,True,control
942,False,,True,control
943,False,,True,treatment
944,False,,True,treatment
945,False,,True,treatment
946,False,,True,treatment
947,False,,True,treatment
948,False,,True,control
949,False,,True,treatment
950,False,,True,treatment
951,False,,True,treatment
952,False,,True,control
953,False,,True,control
954,False,,True,treatment
955,True,2025-03-20,True,control
956,False,,True,treatment
957,False,,True,control
958,False,,True,control
959,False,,True,treatment
960,False,,True,treatment
961,False,,True,treatment
962,False,,True,control
963,False,,True,control
964,False,,True,control
965,False,,True,treatment
966,False,,True,control
967,False,,True,control
968,False,,True,treatment
969,False,,True,control
970,True,2025-03-23,True,treatment
971,False,,True,control
972,True,2025-03-29,True,treatment
973,True,2025-03-25,True,treatment
974,False,,True,treatment
975,False,,True,treatment
976,False,,True,control
977,False,,True,control
978,False,,True,treatment
979,False,,True,treatment
980,False,,True,control
981,True,2025-03-27,True,control
982,False,,True,treatment
983,False,,True,control
984,True,2025-03-29,True,treatment
985,False,,True,control
986,False,,True,treatment
987,False,,True,treatment
988,True,2025-04-02,True,control
989,False,,True,control
990,False,,True,control
991,True,2025-04-04,True,control
992,False,,True,treatment
993,False,,True,treatment
994,False,,True,treatment
995,False,,True,control
996,True,2025-04-01,True,treatment
997,True,2025-04-01,True,control
998,False,,True,control
999,False,,True,treatment
1000,False,,True,treatment
1001,False,,True,control
1002,False,,True,treatment
1003,False,,True,treatment
1004,False,,True,control
1005,False,,True,treatment
1006,False,,True,treatment
1007,True,2025-04-05,True,treatment
1008,True,2025-04-05,True,control
1009,False,,True,treatment
1010,True,2025-04-07,True,control
1011,False,,True,control
1012,True,2025-04-07,True,control
1013,False,,True,control
1014,True,2025-04-07,True,treatment
1015,False,,True,treatment
1016,False,,True,control
1017,False,,True,treatment
1018,False,,True,treatment
1019,False,,True,treatment
1020,True,2025-04-12,True,control
1021,True,2025-04-12,True,treatment
1022,False,,True,control
1023,True,2025-04-09,True,treatment
1024,False,,True,control
1025,False,,True,control
1026,False,,True,control
1027,False,,True,treatment
1028,False,,True,treatment
1029,True,2025-04-12,True,treatment
1030,True,2025-04-10,True,treatment
1031,False,,True,treatment
1032,False,,True,control
1033,False,,True,control
1034,False,,True,treatment
1035,False,,True,treatment
1036,True,2025-04-15,True,control
1037,False,,True,treatment
1038,True,2025-04-17,True,treatment
1039,False,,True,treatment
1040,False,,True,control
1041,False,,True,control
1042,True,2025-04-17,True,treatment
1043,True,2025-04-12,True,treatment
1044,True,2025-04-15,True,control
1045,False,,True,treatment
1046,False,,True,control
