account_id,crossed_threshold,exp3_nudged,late_upgraded
1123,False,False,False
1465,False,False,False
1550,False,False,True
1702,False,False,False
1708,False,False,False
1761,False,False,False
107,False,False,False
206,False,False,False
235,False,False,False
246,True,False,False
281,False,False,False
414,False,False,False
492,False,False,False
500,False,False,False
567,False,False,True
572,False,False,False
574,False,False,False
629,True,False,False
655,False,False,False
853,False,False,False
998,False,False,False
1089,False,False,False
1093,False,False,False
1306,False,False,False
1317,False,False,False
1363,False,False,False
1430,False,False,False
1473,False,False,False
1533,False,False,False
1594,True,True,False
1691,False,False,False
1758,False,False,False
1841,False,False,True
1853,False,False,False
1914,False,False,False
1970,False,False,False
79,False,False,False
99,False,False,False
125,False,False,False
167,False,False,False
229,False,False,False
266,False,False,False
275,True,False,False
294,False,False,False
367,False,False,False
481,False,False,False
582,False,False,False
677,False,False,False
685,False,False,False
708,False,False,False
724,False,False,False
729,False,False,False
884,True,True,True
979,False,False,True
1066,False,False,False
1098,False,False,False
1154,False,False,False
1344,False,False,False
1383,False,False,False
1386,False,False,False
1459,False,False,False
1493,False,False,False
1522,False,False,False
1559,False,False,False
1608,False,False,False
1610,False,False,False
1633,False,False,False
1652,False,False,False
1683,False,False,False
1687,False,False,False
1782,False,False,False
1795,False,False,False
1851,False,False,False
1935,False,False,False
17,False,False,False
37,True,False,True
170,False,False,False
262,False,False,False
341,False,False,False
352,False,False,False
407,False,False,False
431,False,False,False
586,False,False,False
713,False,False,False
812,False,False,False
941,False,False,False
1017,False,False,False
1065,False,False,False
1175,False,False,False
1179,False,False,False
1224,False,False,False
1239,False,False,False
1242,False,False,False
1528,False,False,False
1583,False,False,False
1642,False,False,False
1654,False,False,False
1874,False,False,False
1896,False,False,False
1940,False,False,False
184,False,False,False
199,False,False,True
227,False,False,False
274,False,False,False
309,False,False,False
338,False,False,False
357,False,False,False
422,False,False,False
506,False,False,False
615,False,False,False
663,False,False,False
753,False,False,False
758,False,False,False
762,False,False,False
827,False,False,False
915,False,False,False
924,False,False,False
983,False,False,False
1068,False,False,False
1113,False,False,False
1131,False,False,True
1200,False,False,False
1232,False,False,False
1272,False,False,False
1364,False,False,False
1366,False,False,False
1647,False,False,False
1698,False,False,False
1736,False,False,False
1737,False,False,False
1814,False,False,False
92,False,False,False
96,True,False,True
193,False,False,False
339,False,False,True
345,False,False,False
350,False,False,False
361,False,False,False
432,False,False,False
454,False,False,False
519,False,False,False
605,False,False,True
936,False,False,False
1001,False,False,False
1049,False,False,False
1211,False,False,False
1237,False,False,False
1309,False,False,True
1394,False,False,False
1458,False,False,False
1475,False,False,False
1658,False,False,False
1666,False,False,False
1764,False,False,False
1847,False,False,False
1883,False,False,False
1958,False,False,False
1962,False,False,False
16,False,False,False
29,True,False,True
238,True,False,False
424,False,False,False
440,False,False,False
504,False,False,False
568,False,False,False
617,False,False,False
657,False,False,False
682,True,True,False
731,False,False,False
754,False,False,False
839,False,False,True
1073,False,False,False
1193,False,False,False
1253,False,False,False
1275,False,False,False
1413,False,False,False
1494,False,False,False
1498,False,False,False
1577,False,False,False
1699,False,False,False
1770,False,False,False
1777,False,False,True
1846,False,False,False
1942,False,False,True
1963,False,False,False
22,False,False,False
183,False,False,False
187,False,False,False
219,False,False,False
244,False,False,False
259,False,False,False
260,False,False,False
270,False,False,False
336,False,False,False
362,True,False,True
381,False,False,False
418,False,False,False
466,False,False,False
469,False,False,False
497,False,False,False
538,True,True,False
576,False,False,False
735,False,False,True
795,False,False,False
879,False,False,False
903,False,False,False
907,False,False,False
945,False,False,False
995,True,True,True
1062,False,False,False
1129,False,False,True
1174,False,False,False
1215,False,False,False
1216,False,False,False
1263,False,False,False
1307,False,False,False
1500,False,False,False
1530,False,False,False
1547,False,False,False
1651,False,False,False
1759,False,False,False
1845,False,False,False
1949,False,False,False
1967,False,False,False
68,False,False,False
110,False,False,False
159,False,False,False
207,False,False,False
290,False,False,False
421,False,False,False
451,False,False,False
524,False,False,False
560,False,False,False
610,True,False,True
673,False,False,False
706,False,False,False
764,True,True,True
776,False,False,False
823,False,False,False
937,False,False,True
1016,False,False,False
1025,False,False,False
1026,False,False,False
1046,False,False,False
1188,False,False,False
1213,True,True,True
1426,False,False,False
1440,False,False,False
1448,False,False,False
1584,False,False,False
1663,False,False,False
1711,False,False,False
1776,False,False,False
1778,False,False,False
1827,False,False,False
1931,False,False,True
1953,False,False,False
36,False,False,False
46,False,False,False
164,False,False,False
165,False,False,False
222,False,False,False
337,True,False,True
391,True,False,False
436,False,False,True
485,False,False,False
487,False,False,False
613,False,False,False
862,False,False,False
929,False,False,False
1070,False,False,False
1084,False,False,False
1092,False,False,False
1138,False,False,False
1266,False,False,False
1305,False,False,False
1333,False,False,False
1349,False,False,False
1456,False,False,False
1466,False,False,False
1539,False,False,False
1709,False,False,False
1876,False,False,False
1966,False,False,False
54,False,False,False
86,False,False,False
261,False,False,False
311,False,False,False
544,False,False,False
711,False,False,False
746,True,True,True
782,True,False,False
787,False,False,False
922,False,False,False
1013,False,False,False
1099,False,False,False
1149,False,False,False
1251,False,False,False
1267,False,False,False
1269,False,False,False
1351,False,False,False
1365,False,False,False
1370,False,False,False
1379,False,False,False
1464,False,False,False
1506,False,False,False
1551,False,False,False
1581,False,False,False
1600,False,False,True
1672,False,False,False
1722,False,False,False
1866,False,False,False
1886,False,False,True
41,True,False,True
62,False,False,False
108,False,False,False
133,False,False,False
179,False,False,False
368,False,False,False
377,False,False,False
383,False,False,False
384,False,False,False
393,False,False,False
410,True,False,False
438,False,False,False
573,False,False,True
590,False,False,False
608,False,False,False
649,False,False,False
688,False,False,False
727,False,False,False
730,False,False,False
943,False,False,False
986,False,False,False
1004,False,False,False
1071,True,True,True
1118,False,False,False
1136,False,False,False
1194,False,False,False
1221,False,False,False
1246,False,False,False
1320,False,False,False
1389,False,False,False
1399,False,False,False
1565,False,False,False
1649,False,False,True
1659,False,False,False
1706,False,False,False
1719,False,False,False
1721,False,False,False
1794,False,False,False
1887,False,False,False
1933,False,False,False
1951,False,False,False
9,True,False,False
20,False,False,False
53,False,False,False
144,False,False,False
150,False,False,False
314,True,True,True
329,False,False,False
390,False,False,False
428,False,False,False
458,False,False,False
479,False,False,False
515,False,False,False
557,False,False,False
700,False,False,False
798,True,False,False
845,False,False,False
852,True,True,True
867,False,False,False
926,False,False,False
1133,False,False,False
1228,False,False,False
1280,False,False,False
1284,False,False,False
1477,False,False,False
1537,False,False,False
1556,False,False,False
1673,False,False,False
1762,False,False,False
1767,False,False,False
1820,False,False,False
1840,False,False,False
201,False,False,False
205,False,False,False
374,False,False,False
450,False,False,False
533,False,False,False
545,False,False,False
563,False,False,False
570,False,False,False
638,False,False,False
666,False,False,False
710,False,False,False
778,True,True,True
822,False,False,False
872,False,False,False
901,False,False,False
909,False,False,False
1015,False,False,False
1180,False,False,False
1233,False,False,False
1250,False,False,False
1313,False,False,False
1359,False,False,False
1367,False,False,False
1382,False,False,False
1392,False,False,False
1431,True,True,False
1487,False,False,False
1615,False,False,False
1865,False,False,False
1872,False,False,False
1891,False,False,False
1924,False,False,False
66,False,False,False
153,False,False,False
251,False,False,False
252,False,False,False
255,True,False,False
306,True,False,True
373,False,False,False
389,False,False,False
399,False,False,False
402,False,False,False
498,False,False,False
534,False,False,False
595,False,False,False
719,False,False,False
725,False,False,False
766,False,False,False
791,False,False,True
818,False,False,False
1018,False,False,False
1082,False,False,False
1140,False,False,False
1144,False,False,False
1252,False,False,False
1273,False,False,False
1441,False,False,False
1478,False,False,False
1592,False,False,False
1703,False,False,False
1801,False,False,False
1922,False,False,False
1961,False,False,False
147,False,False,False
195,False,False,True
200,False,False,False
209,False,False,False
210,False,False,False
353,True,True,True
358,False,False,False
609,False,False,False
618,False,False,False
645,True,True,True
820,False,False,False
978,False,False,False
1212,False,False,False
1214,False,False,False
1341,False,False,False
1520,False,False,False
1639,False,False,False
1780,False,False,False
1828,False,False,False
1863,False,False,False
5,False,False,False
10,True,False,False
148,False,False,False
163,False,False,False
225,False,False,False
257,False,False,False
264,False,False,False
378,False,False,False
470,False,False,False
527,False,False,False
551,False,False,True
631,True,True,True
642,False,False,False
870,False,False,False
1189,False,False,False
1209,False,False,True
1218,False,False,False
1716,False,False,True
1860,False,False,False
1875,False,False,False
1880,False,False,False
1898,False,False,False
1939,False,False,False
1945,False,False,False
24,False,False,False
57,False,False,False
185,False,False,False
188,True,False,True
224,False,False,False
296,False,False,False
445,False,False,False
537,False,False,False
540,True,True,False
559,True,True,False
630,False,False,False
690,False,False,False
790,False,False,False
917,False,False,False
956,True,True,True
1147,False,False,False
1187,False,False,False
1337,False,False,False
1346,False,False,False
1357,False,False,False
1415,False,False,False
1471,False,False,False
1482,False,False,False
1501,False,False,False
1619,False,False,False
1653,False,False,True
1744,False,False,False
1756,False,False,False
1879,False,False,False
1918,False,False,True
14,False,False,False
130,False,False,False
325,False,False,False
473,False,False,False
483,False,False,False
564,False,False,False
643,False,False,False
678,False,False,False
891,False,False,False
893,False,False,False
1035,False,False,False
1060,False,False,False
1169,False,False,False
1454,False,False,False
1513,False,False,False
1524,False,False,False
1552,False,False,False
1638,False,False,False
1696,False,False,False
1732,False,False,False
1800,False,False,False
1805,False,False,False
1810,False,False,False
1836,False,False,False
1881,False,False,False
1957,False,False,False
1960,False,False,False
33,False,False,False
149,False,False,True
155,False,False,False
216,False,False,False
250,False,False,False
254,False,False,False
287,True,False,False
321,False,False,False
369,False,False,False
372,False,False,False
388,False,False,False
426,True,False,False
606,False,False,True
759,False,False,False
855,False,False,False
858,False,False,False
894,False,False,False
906,False,False,False
931,False,False,False
1003,False,False,False
1042,False,False,False
1164,False,False,False
1177,False,False,False
1238,False,False,False
1408,False,False,False
1532,False,False,False
1567,False,False,False
1627,False,False,False
1852,False,False,False
39,False,False,False
44,False,False,False
61,False,False,False
78,False,False,False
363,False,False,False
456,False,False,False
464,False,False,False
489,False,False,False
553,True,False,False
585,False,False,False
600,True,False,True
623,False,False,False
761,False,False,False
763,False,False,False
765,False,False,False
792,False,False,True
898,False,False,False
910,False,False,False
973,False,False,False
992,False,False,False
1058,False,False,False
1125,False,False,False
1137,False,False,False
1142,False,False,False
1199,False,False,False
1316,False,False,False
1347,False,False,False
1371,False,False,False
1396,False,False,False
1517,False,False,False
1518,False,False,False
1626,False,False,False
1707,False,False,False
1766,False,False,False
1818,False,False,False
1839,False,False,False
1948,False,False,False
47,False,False,False
236,False,False,False
299,False,False,False
396,False,False,False
539,False,False,False
652,False,False,False
705,False,False,False
716,False,False,False
902,True,True,True
923,False,False,False
940,True,True,True
1022,False,False,False
1047,False,False,False
1048,False,False,False
1163,True,True,True
1185,False,False,False
1339,False,False,False
1568,False,False,False
1574,False,False,False
1715,False,False,False
1734,False,False,False
1890,False,False,False
1908,False,False,False
1910,False,False,False
58,False,False,False
104,False,False,True
106,False,False,False
128,False,False,False
168,False,False,False
320,False,False,False
392,True,False,True
400,False,False,False
417,False,False,False
569,False,False,False
732,False,False,False
830,False,False,False
887,False,False,False
892,False,False,False
948,False,False,False
966,True,True,True
990,False,False,True
1080,False,False,False
1087,False,False,False
1094,False,False,False
1127,False,False,False
1254,False,False,False
1296,False,False,False
1314,False,False,False
1326,False,False,False
1358,False,False,False
1385,True,True,True
1590,False,False,False
1624,False,False,False
1738,False,False,False
1781,False,False,False
158,True,False,False
191,False,False,False
218,False,False,False
243,False,False,False
398,True,False,True
427,False,False,False
449,False,False,False
561,False,False,False
656,False,False,False
664,False,False,False
702,False,False,False
704,False,False,False
722,True,True,False
797,False,False,False
828,False,False,False
843,False,False,False
878,False,False,False
987,False,False,False
1000,True,True,True
1032,True,True,True
1097,False,False,False
1150,False,False,False
1183,False,False,False
1206,False,False,False
1274,False,False,False
1345,False,False,False
1368,False,False,False
1390,False,False,False
1405,False,False,False
1589,False,False,False
1635,False,False,False
1771,False,False,False
1855,False,False,False
1920,False,False,False
146,False,False,False
467,True,False,False
543,False,False,False
624,False,False,False
694,False,False,False
757,False,False,False
799,True,True,False
846,True,True,False
911,False,False,False
912,False,False,False
933,False,False,False
976,False,False,False
1227,False,False,False
1229,False,False,False
1308,True,True,False
1421,False,False,False
1457,False,False,False
1511,False,False,True
1534,False,False,False
1546,False,False,False
1614,False,False,False
1640,False,False,False
1650,False,False,False
1750,False,False,False
1797,False,False,False
1826,False,False,False
1835,False,False,False
1907,False,False,False
1943,False,False,False
114,False,False,False
203,False,False,False
256,False,False,True
277,False,False,True
342,False,False,False
419,False,False,False
494,False,False,False
597,False,False,False
689,False,False,False
971,False,False,False
1039,False,False,False
1134,False,False,False
1146,False,False,False
1219,False,False,False
1395,False,False,False
1433,False,False,False
1434,False,False,False
1492,False,False,False
1504,True,True,True
1510,False,False,False
1694,False,False,False
1742,False,False,True
1946,False,False,False
142,False,False,False
214,False,False,False
217,False,False,False
409,False,False,False
520,False,False,False
581,False,False,False
616,False,False,False
635,False,False,False
669,False,False,False
672,True,False,False
738,False,False,False
756,False,False,False
769,False,False,False
780,False,False,True
816,False,False,False
905,False,False,False
960,False,False,False
994,False,False,False
1074,False,False,False
1181,False,False,False
1291,True,True,True
1374,False,False,False
1377,False,False,False
1531,False,False,False
1561,False,False,False
1562,False,False,False
1714,False,False,False
1791,False,False,False
1813,False,False,True
1900,False,False,False
13,False,False,False
49,False,False,False
122,False,False,False
297,False,False,False
318,False,False,False
376,True,False,True
513,False,False,False
535,False,False,True
591,False,False,False
632,False,False,False
1100,False,False,False
1135,False,False,False
1166,False,False,False
1184,False,False,False
1243,False,False,False
1336,False,False,False
1391,False,False,False
1485,False,False,False
1601,False,False,False
1622,False,False,False
1755,False,False,False
1858,False,False,False
1892,False,False,False
3,False,False,False
25,False,False,False
63,False,False,False
70,False,False,False
102,False,False,False
124,False,False,False
308,False,False,False
327,False,False,False
413,False,False,False
444,False,False,False
468,False,False,False
477,False,False,False
503,False,False,False
511,False,False,False
587,False,False,False
593,False,False,False
604,False,False,False
648,False,False,False
661,False,False,False
733,False,False,False
869,True,True,True
962,False,False,False
999,False,False,False
1126,False,False,False
1159,False,False,False
1240,False,False,False
1255,False,False,False
1515,False,False,False
1563,False,False,False
1587,False,False,False
1596,False,False,True
1628,False,False,False
1641,False,False,False
1849,False,False,False
1902,False,False,False
19,False,False,False
38,False,False,True
76,False,False,False
88,False,False,False
105,False,False,False
166,False,False,False
248,False,False,False
510,False,False,False
525,False,False,False
612,False,False,False
679,False,False,False
784,False,False,False
815,False,False,False
895,True,True,False
935,False,False,False
964,False,False,False
1051,False,False,False
1110,False,False,False
1143,False,False,False
1155,True,True,False
1330,False,False,False
1335,False,False,False
1410,False,False,False
1411,False,False,False
1512,False,False,True
1573,False,False,False
1597,False,False,False
1688,False,False,False
1757,True,True,False
1786,False,False,False
1796,False,False,False
1809,False,False,False
1829,False,False,False
1844,False,False,False
8,False,False,False
21,False,False,False
416,False,False,False
490,False,False,False
530,True,False,True
566,False,False,False
598,False,False,False
625,False,False,False
627,False,False,False
714,False,False,False
739,False,False,False
768,False,False,False
857,False,False,False
961,False,False,False
975,False,False,False
977,False,False,False
993,False,False,False
1086,False,False,False
1130,False,False,False
1162,False,False,False
1261,False,False,True
1334,False,False,False
1360,False,False,False
1499,False,False,False
1620,False,False,False
1689,False,False,False
1718,False,False,False
1806,False,False,False
1817,False,False,False
6,False,False,False
42,False,False,False
74,False,False,True
119,False,False,False
154,False,False,False
239,True,False,False
288,False,False,False
446,False,False,False
611,False,False,False
693,False,False,False
717,False,False,False
834,False,False,False
876,False,False,False
899,True,True,True
913,False,False,False
928,False,False,False
938,False,False,False
985,False,False,False
1037,False,False,False
1191,False,False,False
1234,False,False,False
1262,False,False,False
1398,False,False,False
1488,False,False,False
1555,False,False,False
1710,False,False,False
1712,False,False,False
1727,False,False,False
1857,False,False,False
1926,False,False,False
1959,False,False,False
59,False,False,False
109,False,False,False
118,True,False,True
175,False,False,False
386,False,False,False
408,False,False,True
728,False,False,False
1055,False,False,False
1112,False,False,False
1270,False,False,False
1350,False,False,True
1403,False,False,False
1423,False,False,False
1489,False,False,False
1491,False,False,False
1514,False,False,True
1656,False,False,False
1824,False,False,False
1870,False,False,False
1873,False,False,False
1878,False,False,False
1965,False,False,True
55,False,False,False
131,True,False,False
198,False,False,False
223,False,False,False
247,False,False,False
415,True,False,True
457,False,False,False
460,False,False,False
493,False,False,False
550,False,False,True
696,False,False,False
833,False,False,False
840,False,False,False
900,False,False,False
916,False,False,True
1197,False,False,False
1207,False,False,False
1282,False,False,False
1355,False,False,False
1380,False,False,False
1418,True,True,False
1463,False,False,False
1543,False,False,False
1578,False,False,False
1580,False,False,False
1611,False,False,False
1661,False,False,False
1671,False,False,False
1717,False,False,False
1906,False,False,True
1938,False,False,False
64,True,False,True
80,False,False,False
212,False,False,False
220,False,False,False
253,True,False,True
286,False,False,False
291,False,False,False
305,False,False,False
310,False,False,False
351,True,True,False
370,False,False,False
453,False,False,False
547,False,False,False
650,False,False,False
742,False,False,False
841,False,False,False
883,False,False,False
946,True,True,True
958,False,False,False
972,False,False,False
1027,False,False,False
1053,False,False,False
1119,False,False,False
1342,False,False,False
1414,False,False,False
1447,False,False,False
1655,False,False,False
1665,False,False,False
1862,False,False,False
1889,False,False,True
1936,False,False,False
45,False,False,False
129,False,False,False
137,False,False,False
152,False,False,False
278,False,False,False
313,False,False,False
335,False,False,False
356,False,False,False
541,False,False,False
665,False,False,False
695,False,False,False
723,False,False,False
752,False,False,False
914,False,False,False
980,False,False,False
1023,False,False,False
1031,False,False,False
1067,False,False,False
1077,False,False,True
1103,False,False,False
1109,False,False,True
1139,False,False,True
1152,True,True,False
1223,False,False,False
1299,False,False,True
1406,False,False,False
1432,False,False,False
1445,False,False,False
1467,False,False,False
1486,False,False,False
1503,True,True,False
1598,False,False,False
1669,False,False,False
1748,False,False,False
1819,False,False,False
1838,False,False,False
4,False,False,False
56,False,False,False
65,True,False,True
174,False,False,False
316,False,False,True
522,False,False,False
526,True,False,True
580,True,True,True
599,False,False,False
660,False,False,False
668,False,False,False
825,False,False,False
897,False,False,False
904,True,False,True
1024,False,False,False
1186,False,False,False
1453,False,False,False
1538,False,False,False
1662,False,False,False
1692,False,False,False
1695,False,False,False
1705,False,False,False
1760,False,False,False
1804,False,False,False
117,False,False,False
258,False,False,False
300,False,False,False
675,False,False,False
734,False,False,False
767,True,True,False
779,False,False,False
908,False,False,False
959,False,False,False
974,False,False,False
1033,False,False,False
1202,False,False,False
1428,False,False,False
1449,False,False,False
1548,False,False,False
1569,False,False,False
1726,False,False,False
1783,False,False,False
1798,False,False,False
1815,False,False,False
1830,False,False,False
1850,False,False,False
1877,False,False,False
1917,False,False,False
1930,False,False,False
289,False,False,False
385,False,False,False
404,False,False,False
412,False,False,False
437,False,False,False
583,False,False,True
633,False,False,False
783,False,False,False
800,False,False,True
942,False,False,False
951,False,False,False
1079,True,True,True
1104,False,False,False
1141,False,False,False
1247,False,False,False
1265,False,False,False
1329,False,False,False
1519,False,False,False
1613,False,False,False
1617,False,False,False
1904,False,False,False
1947,False,False,False
27,False,False,False
72,False,False,False
112,False,False,False
121,False,False,True
180,False,False,False
245,False,False,False
285,False,False,False
401,False,False,False
441,False,False,False
480,False,False,False
588,True,True,True
718,False,False,False
747,False,False,False
760,True,False,True
774,False,False,False
777,False,False,False
832,False,False,False
844,False,False,False
851,False,False,True
863,True,True,True
921,False,False,False
930,False,False,False
1091,False,False,False
1121,False,False,False
1178,False,False,False
1222,False,False,False
1328,False,False,False
1643,False,False,False
1808,True,True,True
1861,False,False,False
143,False,False,False
249,False,False,False
302,False,False,False
322,False,False,False
366,True,False,True
471,False,False,False
653,False,False,True
667,False,False,True
740,False,False,False
789,False,False,False
885,False,False,False
954,False,False,False
1030,False,False,False
1088,False,False,False
1257,False,False,False
1325,False,False,False
1381,False,False,False
1393,False,False,False
1439,False,False,False
1462,False,False,False
1472,False,False,False
1535,False,False,False
1646,False,False,False
1679,False,False,False
1697,False,False,False
1790,False,False,False
1899,False,False,False
1934,False,False,False
1941,False,False,False
141,True,False,False
173,False,False,False
202,False,False,False
347,False,False,False
364,True,True,False
443,False,False,False
622,False,False,False
658,False,False,True
748,False,False,False
771,True,True,False
856,False,False,False
889,False,False,False
1045,False,False,False
1075,False,False,False
1225,False,False,False
1241,False,False,False
1268,False,False,False
1361,False,False,False
1540,False,False,True
1553,False,False,False
1667,False,False,False
1676,False,False,True
1893,False,False,False
1915,False,False,False
94,False,False,False
177,False,False,True
241,False,False,False
283,False,False,False
328,True,False,True
387,True,False,True
491,False,False,False
501,False,False,False
554,False,False,False
770,False,False,False
805,True,False,True
963,False,False,False
1072,False,False,False
1076,False,False,False
1132,False,False,False
1176,False,False,False
1264,False,False,False
1283,False,False,False
1293,False,False,False
1295,False,False,False
1323,False,False,False
1378,False,False,False
1438,False,False,False
1446,False,False,False
1481,False,False,True
1536,True,True,True
1788,False,False,False
1856,False,False,False
1885,False,False,False
1905,False,False,False
1928,False,False,False
