cohort_month,week_number_post_trial,cohort_size,active_accounts,retention_rate
2024-05-01,41,32,27,0.8438
2024-05-01,42,32,29,0.9063
2024-05-01,43,32,28,0.875
2024-05-01,44,32,31,0.9688
2024-05-01,45,32,31,0.9688
2024-05-01,46,32,28,0.875
2024-05-01,47,32,32,1.0
2024-05-01,48,32,31,0.9688
2024-05-01,49,32,29,0.9063
2024-05-01,50,32,30,0.9375
2024-05-01,51,32,31,0.9688
2024-06-01,0,44,39,0.8864
2024-06-01,1,44,42,0.9545
2024-06-01,2,44,42,0.9545
2024-06-01,3,44,43,0.9773
2024-06-01,4,44,37,0.8409
2024-06-01,5,44,41,0.9318
2024-06-01,6,44,42,0.9545
2024-06-01,7,44,41,0.9318
2024-06-01,8,44,42,0.9545
2024-06-01,9,44,43,0.9773
2024-06-01,10,44,38,0.8636
2024-06-01,11,44,41,0.9318
2024-06-01,12,44,40,0.9091
2024-06-01,13,44,43,0.9773
2024-06-01,14,44,41,0.9318
2024-06-01,15,44,40,0.9091
2024-06-01,16,44,40,0.9091
2024-06-01,17,44,42,0.9545
2024-06-01,18,44,43,0.9773
2024-06-01,19,44,38,0.8636
2024-06-01,20,44,39,0.8864
2024-06-01,21,44,44,1.0
2024-06-01,22,44,42,0.9545
2024-06-01,23,44,42,0.9545
2024-06-01,24,44,43,0.9773
2024-06-01,25,44,39,0.8864
2024-06-01,26,44,40,0.9091
2024-06-01,27,44,41,0.9318
2024-06-01,28,44,43,0.9773
2024-06-01,29,44,41,0.9318
2024-06-01,30,44,41,0.9318
2024-06-01,31,44,40,0.9091
2024-06-01,32,44,41,0.9318
2024-06-01,33,44,42,0.9545
2024-06-01,34,44,40,0.9091
2024-06-01,35,44,41,0.9318
2024-06-01,36,44,43,0.9773
2024-06-01,37,44,41,0.9318
2024-06-01,38,44,40,0.9091
2024-06-01,39,44,41,0.9318
2024-06-01,40,44,42,0.9545
2024-06-01,41,44,42,0.9545
2024-06-01,42,44,41,0.9318
2024-06-01,43,44,41,0.9318
2024-06-01,44,44,42,0.9545
2024-06-01,45,44,41,0.9318
2024-06-01,46,44,41,0.9318
2024-06-01,47,44,42,0.9545
2024-06-01,48,44,42,0.9545
2024-06-01,49,44,43,0.9773
2024-06-01,50,44,42,0.9545
2024-06-01,51,44,42,0.9545
2024-07-01,0,51,47,0.9216
2024-07-01,1,51,49,0.9608
2024-07-01,2,51,47,0.9216
2024-07-01,3,51,45,0.8824
2024-07-01,4,51,46,0.902
2024-07-01,5,51,49,0.9608
2024-07-01,6,51,42,0.8235
2024-07-01,7,51,47,0.9216
2024-07-01,8,51,47,0.9216
2024-07-01,9,51,45,0.8824
2024-07-01,10,51,46,0.902
2024-07-01,11,51,49,0.9608
2024-07-01,12,51,47,0.9216
2024-07-01,13,51,46,0.902
2024-07-01,14,51,48,0.9412
2024-07-01,15,51,45,0.8824
2024-07-01,16,51,47,0.9216
2024-07-01,17,51,48,0.9412
2024-07-01,18,51,48,0.9412
2024-07-01,19,51,48,0.9412
2024-07-01,20,51,48,0.9412
2024-07-01,21,51,48,0.9412
2024-07-01,22,51,47,0.9216
2024-07-01,23,51,49,0.9608
2024-07-01,24,51,49,0.9608
2024-07-01,25,51,47,0.9216
2024-07-01,26,51,48,0.9412
2024-07-01,27,51,44,0.8627
2024-07-01,28,51,43,0.8431
2024-07-01,29,51,47,0.9216
2024-07-01,30,51,48,0.9412
2024-07-01,31,51,47,0.9216
2024-07-01,32,51,51,1.0
2024-07-01,33,51,47,0.9216
2024-07-01,34,51,44,0.8627
2024-07-01,35,51,48,0.9412
2024-07-01,36,51,46,0.902
2024-07-01,37,51,45,0.8824
2024-07-01,38,51,47,0.9216
2024-07-01,39,51,47,0.9216
2024-07-01,40,51,51,1.0
2024-07-01,41,51,49,0.9608
2024-07-01,42,51,44,0.8627
2024-07-01,43,51,47,0.9216
2024-07-01,44,51,49,0.9608
2024-07-01,45,51,51,1.0
2024-07-01,46,51,46,0.902
2024-07-01,47,51,46,0.902
2024-07-01,48,51,45,0.8824
2024-07-01,49,51,49,0.9608
2024-07-01,50,51,46,0.902
2024-07-01,51,51,49,0.9608
2024-08-01,0,56,55,0.9821
2024-08-01,1,56,55,0.9821
2024-08-01,2,56,54,0.9643
2024-08-01,3,56,52,0.9286
2024-08-01,4,56,53,0.9464
2024-08-01,5,56,55,0.9821
2024-08-01,6,56,56,1.0
2024-08-01,7,56,53,0.9464
2024-08-01,8,56,56,1.0
2024-08-01,9,56,56,1.0
2024-08-01,10,56,55,0.9821
2024-08-01,11,56,55,0.9821
2024-08-01,12,56,54,0.9643
2024-08-01,13,56,55,0.9821
2024-08-01,14,56,52,0.9286
2024-08-01,15,56,54,0.9643
2024-08-01,16,56,55,0.9821
2024-08-01,17,56,53,0.9464
2024-08-01,18,56,55,0.9821
2024-08-01,19,56,54,0.9643
2024-08-01,20,56,54,0.9643
2024-08-01,21,56,54,0.9643
2024-08-01,22,56,56,1.0
2024-08-01,23,56,53,0.9464
2024-08-01,24,56,52,0.9286
2024-08-01,25,56,56,1.0
2024-08-01,26,56,53,0.9464
2024-08-01,27,56,52,0.9286
2024-08-01,28,56,53,0.9464
2024-08-01,29,56,54,0.9643
2024-08-01,30,56,52,0.9286
2024-08-01,31,56,54,0.9643
2024-08-01,32,56,53,0.9464
2024-08-01,33,56,55,0.9821
2024-08-01,34,56,55,0.9821
2024-08-01,35,56,55,0.9821
2024-08-01,36,56,52,0.9286
2024-08-01,37,56,53,0.9464
2024-08-01,38,56,53,0.9464
2024-08-01,39,56,54,0.9643
2024-08-01,40,56,53,0.9464
2024-08-01,41,56,54,0.9643
2024-08-01,42,56,55,0.9821
2024-08-01,43,56,56,1.0
2024-08-01,44,56,53,0.9464
2024-08-01,45,56,55,0.9821
2024-08-01,46,56,53,0.9464
2024-08-01,47,56,55,0.9821
2024-08-01,48,56,55,0.9821
2024-08-01,49,56,56,1.0
2024-08-01,50,56,54,0.9643
2024-08-01,51,56,54,0.9643
2024-09-01,0,56,53,0.9464
2024-09-01,1,56,51,0.9107
2024-09-01,2,56,52,0.9286
2024-09-01,3,56,53,0.9464
2024-09-01,4,56,54,0.9643
2024-09-01,5,56,53,0.9464
2024-09-01,6,56,53,0.9464
2024-09-01,7,56,55,0.9821
2024-09-01,8,56,50,0.8929
2024-09-01,9,56,54,0.9643
2024-09-01,10,56,52,0.9286
2024-09-01,11,56,55,0.9821
2024-09-01,12,56,54,0.9643
2024-09-01,13,56,51,0.9107
2024-09-01,14,56,54,0.9643
2024-09-01,15,56,55,0.9821
2024-09-01,16,56,53,0.9464
2024-09-01,17,56,51,0.9107
2024-09-01,18,56,55,0.9821
2024-09-01,19,56,53,0.9464
2024-09-01,20,56,53,0.9464
2024-09-01,21,56,54,0.9643
2024-09-01,22,56,55,0.9821
2024-09-01,23,56,52,0.9286
2024-09-01,24,56,51,0.9107
2024-09-01,25,56,52,0.9286
2024-09-01,26,56,51,0.9107
2024-09-01,27,56,53,0.9464
2024-09-01,28,56,55,0.9821
2024-09-01,29,56,55,0.9821
2024-09-01,30,56,53,0.9464
2024-09-01,31,56,53,0.9464
2024-09-01,32,56,52,0.9286
2024-09-01,33,56,53,0.9464
2024-09-01,34,56,52,0.9286
2024-09-01,35,56,53,0.9464
2024-09-01,36,56,54,0.9643
2024-09-01,37,56,52,0.9286
2024-09-01,38,56,54,0.9643
2024-09-01,39,56,54,0.9643
2024-09-01,40,56,51,0.9107
2024-09-01,41,56,55,0.9821
2024-09-01,42,56,53,0.9464
2024-09-01,43,56,53,0.9464
2024-09-01,44,56,54,0.9643
2024-09-01,45,56,55,0.9821
2024-09-01,46,56,54,0.9643
2024-09-01,47,56,53,0.9464
2024-09-01,48,56,50,0.8929
2024-09-01,49,56,54,0.9643
2024-09-01,50,56,51,0.9107
2024-09-01,51,56,54,0.9643
2024-10-01,0,44,38,0.8636
2024-10-01,1,44,42,0.9545
2024-10-01,2,44,39,0.8864
2024-10-01,3,44,39,0.8864
2024-10-01,4,44,39,0.8864
2024-10-01,5,44,35,0.7955
2024-10-01,6,44,39,0.8864
2024-10-01,7,44,41,0.9318
2024-10-01,8,44,42,0.9545
2024-10-01,9,44,41,0.9318
2024-10-01,10,44,41,0.9318
2024-10-01,11,44,40,0.9091
2024-10-01,12,44,41,0.9318
2024-10-01,13,44,43,0.9773
2024-10-01,14,44,39,0.8864
2024-10-01,15,44,41,0.9318
2024-10-01,16,44,42,0.9545
2024-10-01,17,44,39,0.8864
2024-10-01,18,44,40,0.9091
2024-10-01,19,44,39,0.8864
2024-10-01,20,44,41,0.9318
2024-10-01,21,44,41,0.9318
2024-10-01,22,44,41,0.9318
2024-10-01,23,44,37,0.8409
2024-10-01,24,44,44,1.0
2024-10-01,25,44,40,0.9091
2024-10-01,26,44,40,0.9091
2024-10-01,27,44,39,0.8864
2024-10-01,28,44,39,0.8864
2024-10-01,29,44,38,0.8636
2024-10-01,30,44,40,0.9091
2024-10-01,31,44,43,0.9773
2024-10-01,32,44,42,0.9545
2024-10-01,33,44,42,0.9545
2024-10-01,34,44,41,0.9318
2024-10-01,35,44,43,0.9773
2024-10-01,36,44,39,0.8864
2024-10-01,37,44,39,0.8864
2024-10-01,38,44,40,0.9091
2024-10-01,39,44,40,0.9091
2024-10-01,40,44,41,0.9318
2024-10-01,41,44,42,0.9545
2024-10-01,42,44,41,0.9318
2024-10-01,43,44,41,0.9318
2024-10-01,44,44,41,0.9318
2024-10-01,45,44,41,0.9318
2024-10-01,46,44,41,0.9318
2024-10-01,47,44,41,0.9318
2024-10-01,48,44,38,0.8636
2024-10-01,49,44,39,0.8864
2024-10-01,50,44,38,0.8636
2024-10-01,51,44,41,0.9318
2024-11-01,0,62,57,0.9194
2024-11-01,1,62,58,0.9355
2024-11-01,2,62,58,0.9355
2024-11-01,3,62,58,0.9355
2024-11-01,4,62,61,0.9839
2024-11-01,5,62,55,0.8871
2024-11-01,6,62,59,0.9516
2024-11-01,7,62,58,0.9355
2024-11-01,8,62,60,0.9677
2024-11-01,9,62,57,0.9194
2024-11-01,10,62,59,0.9516
2024-11-01,11,62,61,0.9839
2024-11-01,12,62,59,0.9516
2024-11-01,13,62,59,0.9516
2024-11-01,14,62,59,0.9516
2024-11-01,15,62,57,0.9194
2024-11-01,16,62,57,0.9194
2024-11-01,17,62,59,0.9516
2024-11-01,18,62,59,0.9516
2024-11-01,19,62,58,0.9355
2024-11-01,20,62,58,0.9355
2024-11-01,21,62,59,0.9516
2024-11-01,22,62,60,0.9677
2024-11-01,23,62,59,0.9516
2024-11-01,24,62,57,0.9194
2024-11-01,25,62,59,0.9516
2024-11-01,26,62,58,0.9355
2024-11-01,27,62,60,0.9677
2024-11-01,28,62,57,0.9194
2024-11-01,29,62,59,0.9516
2024-11-01,30,62,57,0.9194
2024-11-01,31,62,61,0.9839
2024-11-01,32,62,61,0.9839
2024-11-01,33,62,58,0.9355
2024-11-01,34,62,58,0.9355
2024-11-01,35,62,58,0.9355
2024-11-01,36,62,57,0.9194
2024-11-01,37,62,58,0.9355
2024-11-01,38,62,56,0.9032
2024-11-01,39,62,60,0.9677
2024-11-01,40,62,58,0.9355
2024-11-01,41,62,60,0.9677
2024-11-01,42,62,59,0.9516
2024-11-01,43,62,58,0.9355
2024-11-01,44,62,62,1.0
2024-11-01,45,62,58,0.9355
2024-11-01,46,62,59,0.9516
2024-11-01,47,62,60,0.9677
2024-11-01,48,62,57,0.9194
2024-11-01,49,62,59,0.9516
2024-11-01,50,62,61,0.9839
2024-11-01,51,62,61,0.9839
2024-12-01,0,61,55,0.9016
2024-12-01,1,61,56,0.918
2024-12-01,2,61,55,0.9016
2024-12-01,3,61,55,0.9016
2024-12-01,4,61,55,0.9016
2024-12-01,5,61,56,0.918
2024-12-01,6,61,56,0.918
2024-12-01,7,61,57,0.9344
2024-12-01,8,61,58,0.9508
2024-12-01,9,61,58,0.9508
2024-12-01,10,61,59,0.9672
2024-12-01,11,61,53,0.8689
2024-12-01,12,61,57,0.9344
2024-12-01,13,61,57,0.9344
2024-12-01,14,61,53,0.8689
2024-12-01,15,61,59,0.9672
2024-12-01,16,61,55,0.9016
2024-12-01,17,61,58,0.9508
2024-12-01,18,61,59,0.9672
2024-12-01,19,61,58,0.9508
2024-12-01,20,61,56,0.918
2024-12-01,21,61,58,0.9508
2024-12-01,22,61,56,0.918
2024-12-01,23,61,57,0.9344
2024-12-01,24,61,57,0.9344
2024-12-01,25,61,58,0.9508
2024-12-01,26,61,56,0.918
2024-12-01,27,61,54,0.8852
2024-12-01,28,61,57,0.9344
2024-12-01,29,61,59,0.9672
2024-12-01,30,61,59,0.9672
2024-12-01,31,61,57,0.9344
2024-12-01,32,61,59,0.9672
2024-12-01,33,61,56,0.918
2024-12-01,34,61,56,0.918
2024-12-01,35,61,57,0.9344
2024-12-01,36,61,58,0.9508
2024-12-01,37,61,56,0.918
2024-12-01,38,61,56,0.918
2024-12-01,39,61,58,0.9508
2024-12-01,40,61,60,0.9836
2024-12-01,41,61,59,0.9672
2024-12-01,42,61,58,0.9508
2024-12-01,43,61,56,0.918
2024-12-01,44,61,55,0.9016
2024-12-01,45,61,58,0.9508
2024-12-01,46,61,57,0.9344
2024-12-01,47,61,57,0.9344
2024-12-01,48,61,57,0.9344
2024-12-01,49,61,58,0.9508
2024-12-01,50,61,57,0.9344
2024-12-01,51,61,59,0.9672
2025-01-01,0,69,63,0.913
2025-01-01,1,69,67,0.971
2025-01-01,2,69,65,0.942
2025-01-01,3,69,63,0.913
2025-01-01,4,69,68,0.9855
2025-01-01,5,69,67,0.971
2025-01-01,6,69,65,0.942
2025-01-01,7,69,63,0.913
2025-01-01,8,69,63,0.913
2025-01-01,9,69,66,0.9565
2025-01-01,10,69,64,0.9275
2025-01-01,11,69,66,0.9565
2025-01-01,12,69,64,0.9275
2025-01-01,13,69,66,0.9565
2025-01-01,14,69,66,0.9565
2025-01-01,15,69,64,0.9275
2025-01-01,16,69,66,0.9565
2025-01-01,17,69,61,0.8841
2025-01-01,18,69,65,0.942
2025-01-01,19,69,64,0.9275
2025-01-01,20,69,63,0.913
2025-01-01,21,69,65,0.942
2025-01-01,22,69,66,0.9565
2025-01-01,23,69,61,0.8841
2025-01-01,24,69,64,0.9275
2025-01-01,25,69,65,0.942
2025-01-01,26,69,68,0.9855
2025-01-01,27,69,63,0.913
2025-01-01,28,69,64,0.9275
2025-01-01,29,69,65,0.942
2025-01-01,30,69,66,0.9565
2025-01-01,31,69,65,0.942
2025-01-01,32,69,64,0.9275
2025-01-01,33,69,64,0.9275
2025-01-01,34,69,64,0.9275
2025-01-01,35,69,65,0.942
2025-01-01,36,69,64,0.9275
2025-01-01,37,69,65,0.942
2025-01-01,38,69,64,0.9275
2025-01-01,39,69,62,0.8986
2025-01-01,40,69,64,0.9275
2025-01-01,41,69,65,0.942
2025-01-01,42,69,62,0.8986
2025-01-01,43,69,66,0.9565
2025-01-01,44,69,65,0.942
2025-01-01,45,69,63,0.913
2025-01-01,46,69,66,0.9565
2025-01-01,47,69,62,0.8986
2025-01-01,48,69,44,0.6377
2025-01-01,49,69,34,0.4928
2025-01-01,50,69,20,0.2899
2025-01-01,51,69,3,0.0435
2025-02-01,0,41,39,0.9512
2025-02-01,1,41,36,0.878
2025-02-01,2,41,39,0.9512
2025-02-01,3,41,38,0.9268
2025-02-01,4,41,38,0.9268
2025-02-01,5,41,38,0.9268
2025-02-01,6,41,36,0.878
2025-02-01,7,41,38,0.9268
2025-02-01,8,41,37,0.9024
2025-02-01,9,41,40,0.9756
2025-02-01,10,41,39,0.9512
2025-02-01,11,41,37,0.9024
2025-02-01,12,41,40,0.9756
2025-02-01,13,41,38,0.9268
2025-02-01,14,41,39,0.9512
2025-02-01,15,41,39,0.9512
2025-02-01,16,41,35,0.8537
2025-02-01,17,41,38,0.9268
2025-02-01,18,41,40,0.9756
2025-02-01,19,41,35,0.8537
2025-02-01,20,41,36,0.878
2025-02-01,21,41,37,0.9024
2025-02-01,22,41,40,0.9756
2025-02-01,23,41,38,0.9268
2025-02-01,24,41,36,0.878
2025-02-01,25,41,39,0.9512
2025-02-01,26,41,37,0.9024
2025-02-01,27,41,35,0.8537
2025-02-01,28,41,39,0.9512
2025-02-01,29,41,38,0.9268
2025-02-01,30,41,38,0.9268
2025-02-01,31,41,39,0.9512
2025-02-01,32,41,38,0.9268
2025-02-01,33,41,37,0.9024
2025-02-01,34,41,40,0.9756
2025-02-01,35,41,38,0.9268
2025-02-01,36,41,38,0.9268
2025-02-01,37,41,39,0.9512
2025-02-01,38,41,39,0.9512
2025-02-01,39,41,38,0.9268
2025-02-01,40,41,40,0.9756
2025-02-01,41,41,37,0.9024
2025-02-01,42,41,38,0.9268
2025-02-01,43,41,32,0.7805
2025-02-01,44,41,24,0.5854
2025-02-01,45,41,16,0.3902
2025-02-01,46,41,6,0.1463
2025-03-01,0,73,66,0.9041
2025-03-01,1,73,68,0.9315
2025-03-01,2,73,69,0.9452
2025-03-01,3,73,68,0.9315
2025-03-01,4,73,68,0.9315
2025-03-01,5,73,68,0.9315
2025-03-01,6,73,70,0.9589
2025-03-01,7,73,68,0.9315
2025-03-01,8,73,67,0.9178
2025-03-01,9,73,68,0.9315
2025-03-01,10,73,66,0.9041
2025-03-01,11,73,67,0.9178
2025-03-01,12,73,67,0.9178
2025-03-01,13,73,65,0.8904
2025-03-01,14,73,69,0.9452
2025-03-01,15,73,65,0.8904
2025-03-01,16,73,71,0.9726
2025-03-01,17,73,70,0.9589
2025-03-01,18,73,68,0.9315
2025-03-01,19,73,67,0.9178
2025-03-01,20,73,65,0.8904
2025-03-01,21,73,71,0.9726
2025-03-01,22,73,67,0.9178
2025-03-01,23,73,67,0.9178
2025-03-01,24,73,66,0.9041
2025-03-01,25,73,68,0.9315
2025-03-01,26,73,67,0.9178
2025-03-01,27,73,69,0.9452
2025-03-01,28,73,70,0.9589
2025-03-01,29,73,67,0.9178
2025-03-01,30,73,71,0.9726
2025-03-01,31,73,70,0.9589
2025-03-01,32,73,66,0.9041
2025-03-01,33,73,68,0.9315
2025-03-01,34,73,65,0.8904
2025-03-01,35,73,69,0.9452
2025-03-01,36,73,70,0.9589
2025-03-01,37,73,69,0.9452
2025-03-01,38,73,70,0.9589
2025-03-01,39,73,56,0.7671
2025-03-01,40,73,43,0.589
2025-03-01,41,73,22,0.3014
2025-03-01,42,73,7,0.0959
2025-04-01,0,76,71,0.9342
2025-04-01,1,76,71,0.9342
2025-04-01,2,76,73,0.9605
2025-04-01,3,76,71,0.9342
2025-04-01,4,76,68,0.8947
2025-04-01,5,76,71,0.9342
2025-04-01,6,76,73,0.9605
2025-04-01,7,76,70,0.9211
2025-04-01,8,76,71,0.9342
2025-04-01,9,76,71,0.9342
2025-04-01,10,76,69,0.9079
2025-04-01,11,76,70,0.9211
2025-04-01,12,76,73,0.9605
2025-04-01,13,76,73,0.9605
2025-04-01,14,76,69,0.9079
2025-04-01,15,76,71,0.9342
2025-04-01,16,76,73,0.9605
